Index,E,F,Ratio,D: Refashioned,D: Original,Refashioned Old,D: Elegant,D: Summary,D: Distilled,Chapter,Thought,Content Type,title,author,content,Notes
1.19,1856,1143,62%,"There is, however, a sphere of life in which society has at most an indirect interest: everything a person does that affects only themselves, or affects others only with their free, informed, and voluntary consent.

This is the proper domain of individual liberty, and it comprises three elements.

First, freedom of thought and conscience in the fullest sense: the liberty to hold any opinion or belief on any subject -- practical, scientific, moral, or theological. Inseparable from this is freedom of expression. Though speech and publication involve others, the liberty to voice and share one's views is so closely linked to the liberty to hold them that the two stand or fall together.

Second, freedom of tastes and pursuits: the liberty to shape one's own life according to one's own character, to do as one judges best, so long as no one else is harmed -- even when others consider one's choices foolish, perverse, or wrong.

Third, the freedom to associate. If individuals are free to think and to live as they choose, it follows that they are free to combine with others for any purpose that does not harm those outside the association, provided all participants act willingly and without deception.","But there is a sphere of action in which society, as distinguished from the individual, has, if any, only an indirect interest; comprehending all that portion of a person’s life and conduct which affects only himself, or if it also affects others, only with their free, voluntary, and undeceived consent and participation. When I say only himself, I mean directly, and in the first instance: for whatever affects himself, may affect others through himself; and the objection which may be grounded on this contingency, will receive consideration in the sequel. This, then, is the appropriate region of human liberty. It comprises, first, the inward domain of consciousness; demanding liberty of conscience, in the most comprehensive sense; liberty of thought and feeling; absolute freedom of opinion and sentiment on all subjects, practical or speculative, scientific, moral, or theological. The liberty of expressing and publishing opinions may seem to fall under a different principle, since it belongs to that part of the conduct of an individual which concerns other people; but, being almost of as much importance as the liberty of thought itself, and resting in great part on the same reasons, is practically inseparable from it. Secondly, the principle requires liberty of tastes and pursuits; of framing the plan of our life to suit our own character; of doing as we like, subject to such consequences as may follow: without impediment from our fellow-creatures, so long as what we do does not harm them, even though they should think our conduct foolish, perverse, or wrong. Thirdly, from this liberty of each individual, follows the liberty, within the same limits, of combination among individuals; freedom to unite, for any purpose not involving harm to others: the persons combining being supposed to be of full age, and not forced or deceived.",,"Where conduct affects only the individual, or others only with their free consent, liberty is absolute. It has three dimensions: freedom of thought and expression, which are inseparable; freedom to live according to one's own character without interference; and freedom to associate with others for any harmless purpose. Together, these define what it means for a society to be free.","Individual liberty covers three domains: freedom of thought and expression, freedom to shape one's own life, and freedom of voluntary association. These apply to all conduct that affects only the individual or others only with their free consent.","Liberty means freedom of thought, freedom to live as you choose, and freedom to associate -- in everything that harms no one else.",1,19,,,,,"Mill's three-part taxonomy of liberty -- thought/expression, lifestyle/pursuits, and association -- has become foundational to liberal political theory and constitutional law.

The qualification 'free, voluntary, and undeceived consent' is significant. Mill does not simply say 'consent' but specifies that it must be informed and uncoerced, anticipating modern concerns about manipulation, fraud, and power imbalances in consensual relationships.

Mill's acknowledgment that 'whatever affects himself, may affect others through himself' signals his awareness of the most common objection to his principle. The question of whether truly self-regarding conduct exists has generated centuries of debate. Mill promises to address this 'in the sequel' -- primarily in Chapter IV of On Liberty.

Freedom of expression 'may seem to fall under a different principle' because speech has effects on others. Mill's argument for treating it as inseparable from freedom of thought anticipates the modern legal doctrine that expression is protected not primarily for the speaker's sake but because the free exchange of ideas serves the public interest (a rationale later developed by Justice Oliver Wendell Holmes in his 'marketplace of ideas' metaphor, Abrams v. United States, 1919)."
1.20,622,635,102%,"No society that fails to respect these liberties deserves to be called free, regardless of its form of government. And no society is fully free unless these liberties are absolute and unqualified.

The only freedom worthy of the name is the freedom to pursue one's own good in one's own way, so long as one does not deprive others of theirs or obstruct their efforts to obtain it. Each person is the proper guardian of their own well-being -- physical, mental, and spiritual. Humanity gains far more by allowing individuals to live as they judge best than by compelling everyone to conform to the judgments of others.","No society in which these liberties are not, on the whole, respected, is free, whatever may be its form of government; and none is completely free in which they do not exist absolute and unqualified. The only freedom which deserves the name, is that of pursuing our own good in our own way, so long as we do not attempt to deprive others of theirs, or impede their efforts to obtain it. Each is the proper guardian of his own health, whether bodily, or mental and spiritual. Mankind are greater gainers by suffering each other to live as seems good to themselves, than by compelling each to live as seems good to the rest.",,"No society is free that does not respect these liberties, whatever its form of government. The only freedom worthy of the name is the freedom to pursue your own good in your own way, without depriving others of theirs. Each person is the rightful guardian of their own well-being. Humanity gains more from tolerating individual difference than from enforcing collective conformity.","A society is free only if it respects liberty of thought, lifestyle, and association without qualification. True freedom means pursuing one's own good in one's own way. Society benefits more from individual self-determination than from enforced conformity.","The only freedom worthy of the name is pursuing your own good in your own way, without depriving others of theirs.",1,20,,,,,"Mill's claim that liberty must be 'absolute and unqualified' is his strongest formulation. In practice, later chapters introduce nuances and exceptions, but the rhetorical force here is deliberate: Mill wants to establish the presumption in favor of liberty as the default, with any restriction requiring justification.

'Each is the proper guardian of his own health, whether bodily, or mental and spiritual' -- This assertion of individual sovereignty over one's own welfare is the philosophical foundation for opposing paternalistic legislation. It has been invoked in debates over drug policy, seatbelt laws, assisted suicide, and personal health choices.

The argument that 'mankind are greater gainers by suffering each other to live as seems good to themselves' is both a moral claim and an empirical one. Mill elaborates the empirical case in Chapter III (On Individuality), arguing that diversity of character and lifestyle drives social progress through experimentation and innovation."
1.21,2330,1960,84%,"This principle, though it may sound like a truism, directly opposes the dominant tendency of every era. Societies have always devoted enormous effort to enforcing conformity with prevailing standards of personal conduct -- often more effort than they devote to genuinely social obligations.

In the ancient world, both governments and philosophers considered the state entitled to regulate nearly every aspect of private life, on the grounds that it had a deep interest in the physical and mental discipline of every citizen. In small republics surrounded by powerful enemies and constantly threatened by invasion or civil unrest, this was understandable. Survival seemed to require constant vigilance, and they felt unable to wait for the slower benefits of individual freedom.

In the modern world, larger political communities and the separation of church and state prevented governments from exercising the same legal control over private conduct. But social pressure filled the gap. Moral repression has often been directed more fiercely against personal nonconformity than against genuinely antisocial behavior. Religion, one of the most powerful forces shaping moral sentiment, has been driven either by institutional ambition to govern every aspect of life or by a puritanical impulse toward rigid discipline.

Nor have secular reformers always been more tolerant. Auguste Comte's System of Positive Polity envisioned a moral despotism of society over the individual more extensive than anything imagined by the strictest ancient philosophers -- achieved through social pressure rather than law, but no less totalizing in its ambitions.","Though this doctrine is anything but new, and, to some persons, may have the air of a truism, there is no doctrine which stands more directly opposed to the general tendency of existing opinion and practice. Society has expended fully as much effort in the attempt (according to its lights) to compel people to conform to its notions of personal, as of social excellence. The ancient commonwealths thought themselves entitled to practise, and the ancient philosophers countenanced, the regulation of every part of private conduct by public authority, on the ground that the State had a deep interest in the whole bodily and mental discipline of every one of its citizens; a mode of thinking which may have been admissible in small republics surrounded by powerful enemies, in constant peril of being subverted by foreign attack or internal commotion, and to which even a short interval of relaxed energy and self-command might so easily be fatal, that they could not afford to wait for the salutary permanent effects of freedom. In the modern world, the greater size of political communities, and above all, the separation between spiritual and temporal authority (which placed the direction of men’s consciences in other hands than those which controlled their worldly affairs), prevented so great an interference by law in the details of private life; but the engines of moral repression have been wielded more strenuously against divergence from the reigning opinion in self-regarding, than even in social matters; religion, the most powerful of the elements which have entered into the formation of moral feeling, having almost always been governed either by the ambition of a hierarchy, seeking control over every department of human conduct, or by the spirit of Puritanism. And some of those modern reformers who have placed themselves in strongest opposition to the religions of the past, have been noway behind either churches or sects in their assertion of the right of spiritual domination: M. Comte, in particular, whose social system, as unfolded in his
Système de Politique Positive, aims at establishing (though by moral more than by legal appliances) a despotism of society over the individual, surpassing anything contemplated in the political ideal of the most rigid disciplinarian among the ancient philosophers.",,"This principle sounds obvious. It is anything but. Every society has devoted enormous energy to enforcing conformity in personal conduct. Ancient states regulated private life openly; modern states rely on social pressure instead of law, but the impulse is the same. Religion enforces it through doctrine, puritanism through shame, and even secular reformers like Comte have proposed systems of social control more comprehensive than any ancient philosopher imagined.","Despite sounding obvious, the principle of individual liberty directly opposes the persistent tendency of societies to enforce personal conformity. This tendency has manifested through state regulation in ancient republics, religious moral authority, and even secular reform movements like Comte's positivism.",Every society claims to value individual freedom; every society devotes enormous energy to suppressing it.,1,21,,,,,"Ancient commonwealths -- Mill refers primarily to Sparta and to Plato's Republic, which prescribed detailed regulation of citizens' lives including diet, exercise, education, sexual conduct, and artistic expression.

The separation between spiritual and temporal authority -- The investiture controversy (11th-12th centuries) and the gradual separation of church and state that followed the Reformation. This separation, Mill argues, paradoxically reduced legal control over private life while increasing informal social control.

Puritanism -- Both the historical Puritan movement (16th-17th centuries) and the broader cultural tendency toward moral rigorism. Mill saw Puritan influence as particularly strong in Victorian England and in New England.

Auguste Comte (1798-1857) -- French philosopher, founder of positivism and sociology. His Systeme de Politique Positive (1851-1854) proposed a 'Religion of Humanity' with detailed prescriptions for personal conduct enforced through social opinion. Mill initially admired Comte but became increasingly critical, publishing Auguste Comte and Positivism (1865) partly to distance himself.

Mill's comparison of Comte to 'the most rigid disciplinarian among the ancient philosophers' likely refers to Plato and to the Stoics, whose philosophy prescribed detailed regulation of personal life in pursuit of virtue."
1.22,1048,723,69%,"Beyond the theories of individual thinkers, there is a broad and growing tendency worldwide to expand society's power over the individual, through both public opinion and law. Every major development in the modern world strengthens collective institutions while weakening individual resistance. This encroachment will not reverse itself; it is likely to intensify.

The impulse to impose one's own opinions and preferences on others is one of the deepest features of human nature, fueled equally by compassion and by contempt, by moral conviction and by tribal instinct. It is restrained only when people lack the power to act on it. As society's collective power grows, only a strong moral conviction in favor of individual liberty can check its expansion. Without that conviction, the pressure toward conformity will continue to increase.","Apart from the peculiar tenets of individual thinkers, there is also in the world at large an increasing inclination to stretch unduly the powers of society over the individual, both by the force of opinion and even by that of legislation: and as the tendency of all the changes taking place in the world is to strengthen society, and diminish the power of the individual, this encroachment is not one of the evils which tend spontaneously to disappear, but, on the contrary, to grow more and more formidable. The disposition of mankind, whether as rulers or as fellow-citizens, to impose their own opinions and inclinations as a rule of conduct on others, is so energetically supported by some of the best and by some of the worst feelings incident to human nature, that it is hardly ever kept under restraint by anything but want of power; and as the power is not declining, but growing, unless a strong barrier of moral conviction can be raised against the mischief, we must expect, in the present circumstances of the world, to see it increase.",,"The tendency to extend society's power over individuals is growing, not shrinking. Every modern development strengthens collective institutions and weakens individual resistance. The impulse to impose one's views on others is restrained only by lack of power -- and power is not declining. Without a strong moral conviction in favor of liberty, conformity will tighten its grip.","Society's power over individuals is growing through both opinion and law, and modern developments reinforce this trend. The human impulse to impose conformity is checked only by lack of power, and that power is increasing. Only a firm moral commitment to individual liberty can resist this trajectory.","The impulse to impose conformity is checked only by lack of power -- and society's power is growing, not shrinking.",1,22,,,,,"Mill's warning about the growing power of society over individuals anticipates several major developments: the expansion of the administrative state in the late 19th and 20th centuries, the rise of mass media and its capacity to enforce cultural conformity, and the emergence of totalitarian regimes that claimed to express the people's will.

'Supported by some of the best and by some of the worst feelings incident to human nature' -- Mill recognizes that the impulse to control others is not simply malicious. It is often motivated by genuine concern for others' welfare (paternalism) or by sincere moral conviction, which makes it harder to resist than purely self-interested tyranny.

Mill's prediction that encroachment on liberty would grow 'more and more formidable' has been validated by developments he could not have foreseen: digital surveillance, algorithmic content moderation, social media mob dynamics, and the capacity of modern states and corporations to monitor and influence individual behavior at unprecedented scale.

The call for 'a strong barrier of moral conviction' reflects Mill's belief that institutional safeguards alone are insufficient. Liberty requires a culture that values it -- a point he develops throughout the remainder of On Liberty."
1.23,1216,877,72%,"Rather than addressing the full scope of this argument at once, I will begin with one branch where the underlying principle is already partly recognized: the liberty of thought, and with it the inseparable liberty of speaking and writing. These freedoms are acknowledged, to some degree, in every society that claims to support free institutions and religious tolerance. Yet the philosophical and practical reasons that justify them are less widely understood than one might expect, even among prominent public voices.

Once properly grasped, these reasons extend far beyond questions of thought and expression alone. A careful examination of this single branch of liberty will provide the strongest foundation for understanding the rest. The topic has been debated for centuries, but I ask the reader's patience as I take it up once more.","It will be convenient for the argument, if, instead of at once entering upon the general thesis, we confine ourselves in the first instance to a single branch of it, on which the principle here stated is, if not fully, yet to a certain point, recognised by the current opinions. This one branch is the Liberty of Thought: from which it is impossible to separate the cognate liberty of speaking and of writing. Although these liberties, to some considerable amount, form part of the political morality of all countries which profess religious toleration and free institutions, the grounds, both philosophical and practical, on which they rest, are perhaps not so familiar to the general mind, nor so thoroughly appreciated by many even of the leaders of opinion, as might have been expected. Those grounds, when rightly understood, are of much wider application than to only one division of the subject, and a thorough consideration of this part of the question will be found the best introduction to the remainder. Those to whom nothing which I am about to say will be new, may therefore, I hope, excuse me, if on a subject which for now three centuries has been so often discussed, I venture on one discussion more.",,"I begin with the liberty of thought, speech, and writing -- where the principle is already partly accepted. Even so, the reasons that justify these freedoms are poorly understood, even by those who defend them. And those reasons, once grasped, reach far beyond expression itself. They illuminate the entire argument for individual liberty.","The essay will begin with freedom of thought and expression, where the principle of liberty is already partly recognized. The philosophical foundations of these freedoms are less understood than expected, and once grasped, they apply to the broader argument about individual liberty.",Freedom of thought is where the argument for liberty is strongest and most widely accepted -- and it illuminates all the rest.,1,23,,,,,"Mill's decision to begin with freedom of thought and expression is strategic. By starting with the most widely accepted form of liberty, he can establish principles that he will then extend to more controversial domains (individuality, lifestyle choices, limits of social authority) in later chapters.

'For now three centuries' -- Mill dates the debate over freedom of thought and expression to the Reformation era (early 16th century), when the printing press and Protestant challenges to Catholic authority made censorship and free expression central political issues.

Key figures in the three-century tradition Mill references include: John Milton (Areopagitica, 1644), the first major English-language argument against censorship; John Locke (A Letter Concerning Toleration, 1689); Voltaire (Letters on the English, 1733; Treatise on Tolerance, 1763); and Thomas Jefferson and James Madison (the First Amendment to the U.S. Constitution, ratified 1791).

Mill's Chapter II (Of the Liberty of Thought and Discussion) became one of the most influential defenses of free expression ever written, providing arguments still cited in legal decisions and philosophical debates about censorship, hate speech, and the limits of permissible discourse."
2.0,33360,19010,57%,,,,,,,2,0,,,,,
2.1,1729,136,8%,"The case for press freedom against tyrannical government has been made so thoroughly by earlier writers that it hardly needs restating. Even in England, where press laws technically remain as restrictive as under the Tudors, the real risk of government censorship of political speech is minimal -- except in moments of collective panic, when fear overrides principle. In functioning democracies, government rarely tries to suppress opinion on its own initiative. When it does, it acts as an instrument of something more dangerous: the intolerance of the public itself.

So let us set aside the easy case of a government opposed to its people. Suppose instead a government perfectly aligned with popular will, suppressing only what the majority wants suppressed. I deny its right to do so. That power is illegitimate no matter who wields it. The best government has no more title to silence dissent than the worst. Coercion of opinion is most dangerous precisely when it reflects popular sentiment -- because then it faces the least resistance.","THE TIME, it is to be hoped, is gone by, when any defence would be necessary of the “liberty of the press” as one of the securities against corrupt or tyrannical government. No argument, we may suppose, can now be needed, against permitting a legislature or an executive, not identified in interest with the people, to prescribe opinions to them, and determine what doctrines or what arguments they shall be allowed to hear. This aspect of the question, besides, has been so often and so triumphantly enforced by preceding writers, that it needs not be specially insisted on in this place. Though the law of England, on the subject of the press, is as servile to this day as it was in the time of the Tudors, there is little danger of its being actually put in force against political discussion, except during some temporary panic, when fear of insurrection drives ministers and judges from their propriety;
*1 and, speaking generally, it is not, in constitutional countries, to be apprehended, that the government, whether completely responsible to the people or not, will often attempt to control the expression of opinion, except when in doing so it makes itself the organ of the general intolerance of the public. Let us suppose, therefore, that the government is entirely at one with the people, and never thinks of exerting any power of coercion unless in agreement with what it conceives to be their voice. But I deny the right of the people to exercise such coercion, either by themselves or by their government. The power itself is illegitimate. The best government has no more title to it than the worst. It is as noxious, or more noxious, when exerted in accordance with public opinion, than when in opposition to it.",,"The old battle was against governments that silenced dissent. The new battle is harder: against a public that demands the silencing, and a government happy to oblige. Censorship backed by popular will is not more legitimate than censorship imposed against it. It is more dangerous -- because it meets less resistance.","Government censorship of political opinion is largely a settled issue in democracies. The greater threat is the coercion of opinion by the public itself, which is illegitimate regardless of majority support.","Censorship is most dangerous not when imposed by tyrants against the people, but when demanded by the people themselves.",2,1,,,,,"[Tudor-era press censorship] (1485-1603) -- England's historically restrictive press laws dating to the Star Chamber and licensing acts.
[Constitutional press freedom arguments] -- Mill references the tradition from Milton's Areopagitica (1644) through Locke, acknowledging this ground is well-covered.
[Government Press Prosecutions of 1858] -- Referenced via the footnote marker *1; Mill was writing as these occurred.
[Tyranny of the majority] -- A concept Mill inherits from Tocqueville's Democracy in America (1835/1840), which warned that democratic societies could produce conformity more oppressive than monarchical rule."
2.2,937,651,69%,"If every person on earth but one shared the same opinion, the majority would be no more justified in silencing that lone dissenter than he, if he had the power, would be justified in silencing them all.

This is not about protecting individual feelings. If an opinion were merely a personal possession -- like a taste in music or food -- then suppressing it would be a private injury, and scale would matter. But silencing an opinion is something far worse: it robs the entire human race, present and future. If the suppressed opinion is right, everyone loses the chance to replace error with truth. If it is wrong, everyone loses something nearly as valuable -- the sharper, more vital understanding of truth that comes only from its collision with error.","If all mankind minus one, were of one opinion, and only one person were of the contrary opinion, mankind would be no more justified in silencing that one person, than he, if he had the power, would be justified in silencing mankind. Were an opinion a personal possession of no value except to the owner; if to be obstructed in the enjoyment of it were simply a private injury, it would make some difference whether the injury was inflicted only on a few persons or on many. But the peculiar evil of silencing the expression of an opinion is, that it is robbing the human race; posterity as well as the existing generation; those who dissent from the opinion, still more than those who hold it. If the opinion is right, they are deprived of the opportunity of exchanging error for truth: if wrong, they lose, what is almost as great a benefit, the clearer perception and livelier impression of truth, produced by its collision with error.",,"Silence one dissenter and you rob not just that person but every person, born and unborn. If the suppressed view is right, the world loses truth. If wrong, it loses the only process by which truth stays alive: confrontation with its opposite.",Silencing even one opinion harms all of humanity. A correct opinion lost means truth denied; an incorrect opinion lost means truth weakened by never being tested.,"Suppressing an opinion robs the human race -- of truth if the opinion is right, and of clarity if it is wrong.",2,2,,,,,"[The epistemic argument for free speech] -- Mill's foundational claim: free expression benefits not primarily the speaker but society at large.
[Error-correction as social good] -- This anticipates Karl Popper's later philosophy of science, where knowledge advances through falsification.
[Posterity argument] -- Mill extends the harm of censorship across time, arguing future generations are also victims of present suppression."
2.F1,770,364,47%,"Shortly after writing this chapter, the Government Press Prosecutions of 1858 seemed to contradict my claim that political censorship was fading. But the cases were quickly abandoned and were never truly political -- the charge was promoting the doctrine that tyrannicide is lawful, not criticizing government. Their collapse actually confirmed the argument: attempts at suppression in a society accustomed to open discussion tend to fail.","These words had scarcely been written, when, as if to give them an emphatic contradiction, occurred the Government Press Prosecutions of 1858. That ill-judged interference with the liberty of public discussion has not, however, induced me to alter a single word in the text, nor has it at all weakened my conviction that, moments of panic excepted, the era of pains and penalties for political discussion has, in our own country, passed away. For, in the first place, the prosecutions were not persisted in; and, in the second, they were never, properly speaking, political prosecutions. The offence charged was not that of criticising institutions, or the acts or persons of rulers, but of circulating what was deemed an immoral doctrine, the lawfulness of Tyrannicide.",,"The 1858 prosecutions seemed a rebuttal -- until they collapsed, proving the point. In a culture of open discussion, censorship cannot sustain itself.","The 1858 Government Press Prosecutions targeted the doctrine of tyrannicide, not political criticism. Their swift abandonment confirmed that political censorship was unsustainable in Britain.",The failure of the 1858 press prosecutions proved that a culture of open discussion naturally resists censorship.,2,F1,Footnote,,,,"[Government Press Prosecutions of 1858] -- Prosecutions brought against publishers who circulated arguments defending tyrannicide (the killing of tyrants), prompted partly by Felice Orsini's assassination attempt on Napoleon III (January 14, 1858).
[Doctrine of tyrannicide] -- The philosophical position, with roots in classical antiquity (Cicero, Brutus), that killing a tyrant is morally justified.
[Felice Orsini] (1819-1858) -- Italian revolutionary whose bomb attack on Napoleon III in Paris triggered diplomatic pressure on Britain to prosecute those who had published pro-tyrannicide arguments from London."
2.3,278,74,27%,"The argument against censorship has two branches, and both must be considered. First, we can never be certain the opinion we suppress is actually false. But second -- and this is the stronger claim -- even if we could be certain it was false, suppressing it would still be harmful.","It is necessary to consider separately these two hypotheses, each of which has a distinct branch of the argument corresponding to it. We can never be sure that the opinion we are endeavouring to stifle is a false opinion; and if we were sure, stifling it would be an evil still.",,"Two reasons never to silence a belief: you might be wrong about it, and even if you are right, silencing it still does damage.","Censorship fails on two grounds: the suppressed opinion might be true, and even certain falsehood is better challenged than silenced.",Suppression is wrong whether the silenced opinion is true or false -- the case against censorship holds in both directions.,2,3,,,,,"[Structure of the chapter] -- Mill here lays out the architecture of Chapter 2: he will argue first that the suppressed opinion may be true (2.4-2.23), then that even true received opinions need challenge (2.24-2.36), then that truth is typically divided between opposing views (2.37-2.42)."
2.4,2902,1839,63%,"Start with the first possibility: the opinion being suppressed might actually be true. Its suppressors naturally deny this -- but they are not infallible. No one has the authority to decide a question for all of humanity and deny everyone else the means of judging. To silence an opinion because you are sure it is false is to treat your certainty as absolute certainty. All censorship rests on an assumption of infallibility.

Everyone acknowledges their own fallibility in theory. Almost no one acts on it. People rarely consider that the beliefs they hold most confidently might be among the errors they admit they are prone to. Those accustomed to power and deference -- rulers, executives, public figures -- feel this unwarranted confidence most acutely. But even ordinary people display a version of it: they simply outsource their certainty to their social circle. ""The world"" to most people means their party, their demographic, their media ecosystem, their nation at most. And this confidence is rarely shaken by the obvious fact that people in other circles, other countries, other centuries hold or held the exact opposite views with equal conviction.

The same accident of birth that makes someone a political conservative in Texas would have made them a communist in Soviet Moscow or a Buddhist in Lhasa. Yet people treat the worldview they inherited as if it were arrived at by rigorous reasoning. Entire eras are no more infallible than individuals. Every age has held beliefs that later generations found not merely false but absurd. It is certain that some of our own confident beliefs will meet the same fate.","First: the opinion which it is attempted to suppress by authority may possibly be true. Those who desire to suppress it, of course deny its truth; but they are not infallible. They have no authority to decide the question for all mankind, and exclude every other person from the means of judging. To refuse a hearing to an opinion, because they are sure that it is false, is to assume that
their certainty is the same thing as absolute certainty. All silencing of discussion is an assumption of infallibility. Its condemnation may be allowed to rest on this common argument, not the worse for being common.

Unfortunately for the good sense of mankind, the fact of their fallibility is far from carrying the weight in their practical judgment, which is always allowed to it in theory; for while every one well knows himself to be fallible, few think it necessary to take any precautions against their own fallibility, or admit the supposition that any opinion, of which they feel very certain, may be one of the examples of the error to which they acknowledge themselves to be liable. Absolute princes, or others who are accustomed to unlimited deference, usually feel this complete confidence in their own opinions on nearly all subjects. People more happily situated, who sometimes hear their opinions disputed, and are not wholly unused to be set right when they are wrong, place the same unbounded reliance only on such of their opinions as are shared by all who surround them, or to whom they habitually defer: for in proportion to a man’s want of confidence in his own solitary judgment, does he usually repose, with implicit trust, on the infallibility of “the world” in general. And the world, to each individual, means the part of it with which he comes in contact; his party, his sect, his church, his class of society: the man may be called, by comparison, almost liberal and large-minded to whom it means anything so comprehensive as his own country or his own age. Nor is his faith in this collective authority at all shaken by his being aware that other ages, countries, sects, churches, classes, and parties have thought, and even now think, the exact reverse. He devolves upon his own world the responsibility of being in the right against the dissentient worlds of other people; and it never troubles him that mere accident has decided which of these numerous worlds is the object of his reliance, and that the same causes which make him a Churchman in London, would have made him a Buddhist or a Confucian in Pekin. Yet it is as evident in itself, as any amount of argument can make it, that ages are no more infallible than individuals; every age having held many opinions which subsequent ages have deemed not only false but absurd; and it is as certain that many opinions, now general, will be rejected by future ages, as it is that many, once general, are rejected by the present.",,"To silence a view because you are certain it is false is to equate your certainty with infallibility. Everyone admits they are fallible in theory; almost no one behaves accordingly. ""The world"" whose authority people invoke is usually just their own social circle projected outward. And the same accident that made you who you are would, in another time and place, have made you your own opponent.","Censorship assumes infallibility. People acknowledge fallibility in theory but not in practice, outsourcing their confidence to whatever social group surrounds them. Every era has held beliefs later judged absurd; ours is no exception.","All censorship is an assumption of infallibility -- and the world whose judgment you trust is usually just your own circle, projected outward.",2,4,,,,,"[Assumption of infallibility] -- Mill's central epistemological argument: the act of silencing presupposes certainty no human can possess.
[Social determination of belief] -- Mill anticipates sociology of knowledge (Karl Mannheim, Peter Berger) in observing that beliefs are largely products of social environment.
[Churchman in London... Buddhist in Pekin] -- Mill's original examples of how geography determines belief, illustrating that conviction tracks birthplace more than evidence.
[Historical fallibility of ages] -- Mill draws on the history of science and philosophy: geocentrism, humoralism, divine right of kings, and other once-universal beliefs now rejected."
2.5,2181,0,0%,"The obvious rebuttal goes like this: Governments and institutions must act on their best judgment every day. They set policy, allocate resources, make war and peace -- all based on opinions that might be wrong. If the possibility of error paralyzed all action, nothing would ever get done. A government that believes an opinion is dangerous has a duty to act on that belief, just as it has a duty to act on any other policy judgment. The fact that past governments have been wrong about some opinions does not mean present governments should never act against any opinions -- just as the fact that governments have waged unjust wars does not mean they should never wage war at all.

On this view, demanding absolute certainty before acting is not conscience but cowardice. We cannot achieve perfect certainty about anything. But we can reach sufficient confidence for practical decisions. We assume our opinions are true enough to guide our own conduct; why not also true enough to prevent others from spreading what we sincerely believe to be dangerous falsehoods?","The objection likely to be made to this argument, would probably take some such form as the following. There is no greater assumption of infallibility in forbidding the propagation of error, than in any other thing which is done by public authority on its own judgment and responsibility. Judgment is given to men that they may use it. Because it may be used erroneously, are men to be told that they ought not to use it at all? To prohibit what they think pernicious, is not claiming exemption from error, but fulfilling the duty incumbent on them, although fallible, of acting on their conscientious conviction. If we were never to act on our opinions, because those opinions may be wrong, we should leave all our interests uncared for, and all our duties unperformed. An objection which applies to all conduct, can be no valid objection to any conduct in particular. It is the duty of governments, and of individuals, to form the truest opinions they can; to form them carefully, and never impose them upon others unless they are quite sure of being right. But when they are sure (such reasoners may say), it is not conscientiousness but cowardice to shrink from acting on their opinions, and allow doctrines which they honestly think dangerous to the welfare of mankind, either in this life or in another, to be scattered abroad without restraint, because other people, in less enlightened times, have persecuted opinions now believed to be true. Let us take care, it may be said, not to make the same mistake: but governments and nations have made mistakes in other things, which are not denied to be fit subjects for the exercise of authority: they have laid on bad taxes, made unjust wars. Ought we therefore to lay on no taxes, and, under whatever provocation, make no wars? Men, and governments, must act to the best of their ability. There is no such thing as absolute certainty, but there is assurance sufficient for the purposes of human life. We may, and must, assume our opinion to be true for the guidance of our own conduct: and it is assuming no more when we forbid bad men to pervert society by the propagation of opinions which we regard as false and pernicious.",,"The counterargument sounds practical: governments must act under uncertainty in every domain, so why should opinion be exempt? If we waited for absolute certainty before acting, we would never act at all. Demanding perfect proof before suppressing a dangerous idea is not caution -- it is paralysis.","The strongest objection to Mill's argument: governments routinely act on fallible judgment in all areas. Requiring absolute certainty before suppressing opinion would paralyze all governance, and responsible leaders have a duty to act against what they sincerely believe is dangerous.","The case for censorship rests on a practical appeal: if fallibility barred all action, nothing would ever get done -- so why should opinion be uniquely exempt?",2,5,,,,,"[Steel-manning the opposition] -- Mill's method throughout: he states the strongest version of the opposing argument before dismantling it.
[Analogy to war and taxation] -- The objection draws parallels between suppressing opinion and other government actions taken under uncertainty.
[Duty-based argument for censorship] -- The position that responsible governance requires acting on sincere conviction, even about the danger of ideas.
[Practical certainty vs. absolute certainty] -- A distinction from epistemology: we can have ""moral certainty"" (sufficient for action) without logical certainty."
