"Index","Chapter","Thought","D: Original","D: Narrative","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"2.3","2.1","3","SOCRATES: Very good; and is not this true, Crito, of other things which we need not separately enumerate? In questions of just and unjust, fair and foul, good and evil, which are the subjects of our present consultation, ought we to follow the opinion of the many and to fear them; or the opinion of the one man who has understanding? ought we not to fear and reverence him more than all the rest of the world: and if we desert him shall we not destroy and injure that principle in us which may be assumed to be improved by justice and deteriorated by injustice—there is such a principle?","SOCRATES: Very good. And is this not equally true of other areas, which we need not list one by one? In matters of justice and injustice, right and wrong, good and evil -- the very questions we are now discussing -- should we follow the opinion of the crowd and fear what they think? Or should we follow the opinion of the one person who truly understands these things? Should we not respect and revere that person's judgment more than the judgment of the entire world? And if we abandon that expert guidance, will we not damage and corrupt the part of us that is strengthened by justice and weakened by injustice? Surely there is such a part of us?","SOCRATES: Good. And does this same principle not apply to everything else -- though we need not go through every example? On questions of justice and injustice, right and wrong, good and evil -- the very matters we are debating now -- should we follow the opinion of the crowd, or the opinion of the one person who genuinely understands? Should we not revere that expert's judgment above the opinion of everyone else in the world? If we ignore the expert on these matters, will we not damage the part of ourselves that justice improves and injustice corrupts? There is such a part of us, is there not?","Socrates extends the trainer analogy to moral questions: just as ignoring expert guidance ruins the body, ignoring the moral expert corrupts the soul -- that part of us improved by justice and degraded by injustice.","Socrates extends the trainer analogy from physical health to moral questions, arguing that in matters of justice and injustice we must follow the expert, or risk corrupting the part of ourselves that is shaped by moral conduct.","In matters of justice, following the ignorant crowd instead of the moral expert corrupts the soul.","Speaker: Socrates. This is the pivotal move in the argument: Socrates transfers the trainer analogy from the domain of physical health to the domain of ethics. The unnamed 'part of us' improved by justice and damaged by injustice is the soul (psyche), though Socrates deliberately leaves it unnamed here to draw the identification out of Crito. This argument anticipates the Republic's extended treatment of justice as the health of the soul (Books IV and IX). The rhetorical question format is characteristic of Socratic elenchus, guiding the interlocutor to the desired conclusion."
"2.4","2.1","4","CRITO: Certainly there is, Socrates.

SOCRATES: Take a parallel instance:—if, acting under the advice of those who have no understanding, we destroy that which is improved by health and is deteriorated by disease, would life be worth having? And that which has been destroyed is—the body?

CRITO: Yes.

SOCRATES: Could we live, having an evil and corrupted body?

CRITO: Certainly not.

SOCRATES: And will life be worth having, if that higher part of man be destroyed, which is improved by justice and depraved by injustice? Do we suppose that principle, whatever it may be in man, which has to do with justice and injustice, to be inferior to the body?

CRITO: Certainly not.

SOCRATES: More honourable than the body?

CRITO: Far more.

SOCRATES: Then, my friend, we must not regard what the many say of us; but what he, the one man who has understanding of just and unjust, will say, and what the truth will say. And therefore you begin in error when you advise that we should regard the opinion of the many about just and unjust, good and evil, honourable and dishonourable.—‘Well,’ someone will say, ‘but the many can kill us.’

CRITO: Yes, Socrates; that will clearly be the answer.

SOCRATES: And it is true; but still I find with surprise that the old argument is unshaken as ever. And I should like to know whether I may say the same of another proposition—that not life, but a good life, is to be chiefly valued?

CRITO: Yes, that also remains unshaken.

SOCRATES: And a good life is equivalent to a just and honourable one—that holds also?

CRITO: Yes, it does.","CRITO: There certainly is, Socrates.

SOCRATES: Consider a parallel case. If we followed the advice of those who have no medical knowledge and destroyed the part of us that health improves and disease damages, would life be worth living? And the part that gets destroyed in this case is the body?

CRITO: Yes.

SOCRATES: Could we go on living with a body that is ruined and corrupted?

CRITO: Certainly not.

SOCRATES: Then will life be worth living if that higher part of us is destroyed -- the part that justice improves and injustice corrupts? Or do we think that this principle within us, whatever it is, that has to do with justice and injustice, is less important than the body?

CRITO: Certainly not.

SOCRATES: More valuable than the body?

CRITO: Far more.

SOCRATES: Then, my friend, we must not concern ourselves with what the crowd says about us. We must concern ourselves with what the one person who understands justice and injustice will say -- and with what the truth itself will say. And so your argument starts from a false premise when you urge us to care about what the majority thinks about justice and injustice, good and evil, honour and dishonour. ""Well,"" someone might object, ""but the majority can put us to death.""

CRITO: Yes, Socrates, that objection will obviously be raised.

SOCRATES: True enough. But I find, to my surprise, that our old argument remains as strong as ever. And I would like to know whether you still agree with another principle as well: that it is not mere life that matters most, but a good life?

CRITO: Yes, that principle still stands.

SOCRATES: And that a good life is the same as a just and honourable life -- does that still hold too?

CRITO: Yes, it does.","CRITO: There certainly is, Socrates.

SOCRATES: Think of it this way. If we took the advice of people with no medical knowledge and wrecked the part of ourselves that health builds up and disease tears down, would life be worth living? We are talking about the body, right?

CRITO: Yes.

SOCRATES: Could we go on living with a body that is completely ruined?

CRITO: No, we could not.

SOCRATES: Then what about the part of us that is even more important than the body -- the part that justice strengthens and injustice destroys? Is life worth living if that is corrupted? Do we really think this principle, whatever it is, that deals with justice and injustice, matters less than the body?

CRITO: Not at all.

SOCRATES: It is more valuable?

CRITO: Far more valuable.

SOCRATES: Then we must stop worrying about what the crowd thinks and focus on what the expert in justice says -- and what the truth says. Your starting point is wrong, Crito, when you tell us to care about majority opinion on matters of right and wrong. Now, someone might say: ""But the majority can kill us.""

CRITO: Yes, they will certainly say that.

SOCRATES: True. But our old argument still holds firm. And tell me: do we still agree that what matters most is not just living, but living well?

CRITO: Yes.

SOCRATES: And that living well means living justly and honourably?

CRITO: Yes, that holds too.","Since the soul -- the seat of justice and moral character -- is far more valuable than the body, we cannot afford to corrupt it by following the crowd's opinions any more than we would ruin our health by ignoring a doctor. What matters is not mere survival but living a just and honourable life.","Socrates argues that since the soul is more valuable than the body, corrupting it by following the crowd's moral opinions would make life not worth living. He reaffirms with Crito that a good life means a just and honourable life.","The soul matters more than the body, so a life corrupted by injustice is not worth living.","Speakers: Socrates, Crito. This passage completes the expert-opinion argument with two key moves: the a fortiori argument (if life is not worth living with a ruined body, even less so with a ruined soul) and the equation of a good life with a just life. The claim that the soul is 'more honourable' than the body is central to Platonic philosophy, developed extensively in the Phaedo and Republic. The principle that 'not life, but a good life, is to be chiefly valued' echoes the Apology (28b), where Socrates declares that 'the unexamined life is not worth living.' Crito's agreement at each step demonstrates how the elenchus builds toward inescapable conclusions."
"2.5","2.1","5","SOCRATES: From these premises I proceed to argue the question whether I ought or ought not to try and escape without the consent of the Athenians: and if I am clearly right in escaping, then I will make the attempt; but if not, I will abstain. The other considerations which you mention, of money and loss of character and the duty of educating one’s children, are, I fear, only the doctrines of the multitude, who would be as ready to restore people to life, if they were able, as they are to put them to death—and with as little reason. But now, since the argument has thus far prevailed, the only question which remains to be considered is whether we shall do rightly either in escaping or in suffering others to aid in our escape and paying them in money and thanks, or whether in reality we shall not do rightly; and if the latter, then death or any other calamity which may ensue on my remaining here must not be allowed to enter into the calculation.

CRITO: I think that you are right, Socrates; how then shall we proceed?","SOCRATES: From these agreed principles, I will now argue the real question: whether it would be right or wrong for me to try to escape without the permission of the Athenians. If it is clearly right for me to escape, then I will make the attempt. But if it is not right, I will not. The other considerations you raise -- money, reputation, the duty to educate my children -- are, I am afraid, just the concerns of the crowd, the kind of people who would bring the dead back to life as thoughtlessly as they put them to death, if only they had the power to do so.

But since our argument has brought us this far, the only question that remains is this: will we be acting justly if we arrange my escape and pay those who help us? Or will we in fact be acting unjustly? And if we would be acting unjustly, then we must not let the prospect of death or any other consequence enter into our thinking at all.

CRITO: I think you are right, Socrates. How shall we proceed?","SOCRATES: Based on what we have agreed, I now turn to the real question: should I try to escape without the consent of Athens? If escape is clearly the right thing to do, I will go. If not, I will stay.

The other things you mentioned -- money, reputation, raising my children -- those are the concerns of the majority, the same people who would carelessly bring the dead back to life just as readily as they put them to death, if they had the power.

Since our argument has led us here, only one question matters: would escaping be just or unjust? If it would be unjust, then death -- or any other consequence of staying -- must not factor into our decision at all.

CRITO: I think you are right, Socrates. So how do we proceed?","Having established that only a just life is worth living, Socrates reframes the entire escape question: the only thing that matters is whether escaping would be right or wrong. Consequences like death, money, or reputation are irrelevant if the act itself is unjust.","Socrates applies the agreed principles to the escape question, arguing that the only relevant consideration is whether escaping would be just or unjust, dismissing concerns about money, reputation, and children as the thinking of the crowd.","The only question that matters is whether escape would be just -- all other consequences are irrelevant.","Speakers: Socrates, Crito. This passage marks the transition from establishing general principles (the expert argument, the value of the soul) to applying them to the specific question of escape. Socrates systematically dismisses every practical consideration Crito raised in Part 1 -- money, reputation, children -- as 'doctrines of the multitude.' The characterization of the crowd as people who would 'restore people to life as readily as they put them to death' echoes the Gorgias (512a-e), where Socrates argues that preserving life at any cost is not inherently valuable. Crito's concession ('How shall we proceed?') signals his acceptance of Socrates' philosophical framework."
"2.6","2.1","6","SOCRATES: Let us consider the matter together, and do you either refute me if you can, and I will be convinced; or else cease, my dear friend, from repeating to me that I ought to escape against the wishes of the Athenians: for I highly value your attempts to persuade me to do so, but I may not be persuaded against my own better judgment. And now please to consider my first position, and try how you can best answer me.

CRITO: I will.","SOCRATES: Let us think this through together. If you can refute me, do so, and I will be persuaded. But otherwise, my dear friend, please stop repeating that I ought to escape against the wishes of Athens. I value your efforts to convince me -- I truly do -- but I cannot be persuaded to go against my own best judgment. Now please consider my starting point, and try your best to answer me.

CRITO: I will try.","SOCRATES: Let us work through this together. If you can show me I am wrong, I will gladly change my mind. But if you cannot, then please, dear friend, stop urging me to escape against the will of Athens. I deeply appreciate your attempt to persuade me, but I will not act against my own reasoned judgment. Now consider my opening argument, and answer me as best you can.

CRITO: I will.","Socrates invites Crito to refute his reasoning if he can, but insists he will not act against his own best judgment merely because a friend urges him to. He asks Crito to engage with the argument rather than repeat emotional appeals.","Socrates invites Crito to refute his reasoning if possible, but declares he will not act against his own judgment. He asks Crito to engage with the argument directly.","Socrates will follow reason, not emotional appeals, and invites Crito to refute him or accept the argument.","Speakers: Socrates, Crito. This brief exchange establishes the ground rules for the philosophical inquiry that follows. Socrates' insistence on rational persuasion rather than emotional pressure is a defining feature of the Socratic method: the elenchus demands that both parties follow the argument wherever it leads. The phrase 'I may not be persuaded against my own better judgment' recalls the Apology (29d), where Socrates tells the jury he will obey the god rather than them. Crito's willingness to engage ('I will try') shows the cooperative spirit essential to Socratic dialectic."
"2.7","2.2","7","SOCRATES: Are we to say that we are never intentionally to do wrong, or that in one way we ought and in another way we ought not to do wrong, or is doing wrong always evil and dishonourable, as I was just now saying, and as has been already acknowledged by us? Are all our former admissions which were made within a few days to be thrown away? And have we, at our age, been earnestly discoursing with one another all our life long only to discover that we are no better than children? Or, in spite of the opinion of the many, and in spite of consequences whether better or worse, shall we insist on the truth of what was then said, that injustice is always an evil and dishonour to him who acts unjustly? Shall we say so or not?","SOCRATES: Should we say that we must never intentionally do wrong? Or should we say that sometimes we ought to do wrong and sometimes not? Or is wrongdoing always evil and dishonourable, as I was just saying, and as we have already agreed? Are all the conclusions we reached in the past few days to be thrown away now? Have we, at our age, spent our whole lives in serious philosophical conversation only to discover that we are no better than children? Or should we stand by what we have always held -- regardless of what the majority thinks, and regardless of the consequences -- that injustice is always an evil and a disgrace to the person who commits it? Shall we affirm this, or not?","SOCRATES: Let me put the question directly. Should we say that it is never right to do wrong intentionally? Or that sometimes wrongdoing is acceptable and sometimes not? Or is doing wrong always evil and dishonourable, as we just agreed?

Are we going to throw out everything we have concluded over the course of our lives? Have we, at our age, spent all these years in serious philosophical discussion only to find that we reason no better than children?

Or do we hold firm to what we have always believed -- despite what the crowd thinks, despite whatever consequences may follow -- that injustice is always harmful and shameful to the one who commits it? Do we stand by this, or not?","Socrates challenges Crito to reaffirm or abandon their lifelong conviction: that wrongdoing is always evil and dishonourable, regardless of circumstances, consequences, or popular opinion. To abandon this principle now would reduce a lifetime of philosophy to childish pretense.","Socrates asks whether they should abandon their lifelong principle that wrongdoing is always evil and dishonourable, or whether they should hold firm regardless of consequences and popular opinion.","Injustice is always evil and dishonourable -- this principle must not be abandoned under pressure.","Speaker: Socrates. This passage opens the second chapter of Part 2, shifting from the epistemological argument (whose opinion to trust) to the ethical argument (what justice requires). The rhetorical force of 'have we been no better than children?' pressures Crito to maintain consistency with their shared philosophical commitments. The principle that injustice always harms the doer is a cornerstone of Socratic ethics, argued at length in the Gorgias (469b-479e), where Socrates famously claims it is better to suffer wrong than to do wrong. The appeal to their lifelong philosophical practice connects to the Apology's insistence that 'the unexamined life is not worth living.'"
"2.8","2.2","8","CRITO: Yes.

SOCRATES: Then we must do no wrong?

CRITO: Certainly not.

SOCRATES: Nor, when injured, injure in return, as the many imagine; for we must injure no one at all?

CRITO: Clearly not.

SOCRATES: Again, Crito, may we do evil?

CRITO: Surely not, Socrates.

SOCRATES: And what of doing evil in return for evil, which is the morality of the many—is that just or not?

CRITO: Not just.

SOCRATES: For doing evil to another is the same as injuring him?

CRITO: Very true.","CRITO: Yes.

SOCRATES: Then we must never do wrong?

CRITO: Certainly not.

SOCRATES: And when someone wrongs us, we must not wrong them back -- even though most people believe we should. For we must never wrong anyone at all?

CRITO: Clearly not.

SOCRATES: And again, Crito -- may we do evil to another person?

CRITO: Surely not, Socrates.

SOCRATES: And what about repaying evil with evil, which is the common morality of most people -- is that just or not?

CRITO: It is not just.

SOCRATES: Because doing evil to another person is the same as wronging him?

CRITO: Very true.","CRITO: Yes, we should stand by it.

SOCRATES: So we must never do wrong?

CRITO: Never.

SOCRATES: And when someone wrongs us, we must not wrong them in return? Most people think retaliation is justified, but we have said we must never wrong anyone. Correct?

CRITO: Correct.

SOCRATES: And may we do harm to another person?

CRITO: No, Socrates.

SOCRATES: What about returning harm for harm -- the moral code most people live by? Is that just?

CRITO: It is not.

SOCRATES: Because harming someone is the same as wronging them?

CRITO: Exactly.","Through step-by-step questioning, Socrates secures Crito's agreement to a radical ethical principle: we must never do wrong, never retaliate, and never return evil for evil, because harming another person is itself an act of injustice.","Through a series of rapid questions, Socrates gets Crito to agree that they must never do wrong, never retaliate when wronged, and never return evil for evil, since doing harm to another is itself an injustice.","We must never do wrong or retaliate, because returning evil for evil is itself unjust.","Speakers: Socrates, Crito. This rapid-fire elenchus establishes the most radical principle in Socratic ethics: the absolute prohibition on retaliation. This directly contradicts the prevailing Greek moral code, which considered retaliating against enemies a virtue (as seen in Meno 71e and throughout Homer). Socrates explicitly acknowledges this in 2.9. The argument connects closely to the Gorgias (474b-475e), where Socrates argues that doing injustice is worse than suffering it. The identification of 'doing evil' with 'injuring' closes a potential loophole: one cannot claim to be doing justified harm without committing injustice."
"2.9","2.2","9","SOCRATES: Then we ought not to retaliate or render evil for evil to anyone, whatever evil we may have suffered from him. But I would have you consider, Crito, whether you really mean what you are saying. For this opinion has never been held, and never will be held, by any considerable number of persons; and those who are agreed and those who are not agreed upon this point have no common ground, and can only despise one another when they see how widely they differ. Tell me, then, whether you agree with and assent to my first principle, that neither injury nor retaliation nor warding off evil by evil is ever right. And shall that be the premise of our argument? Or do you decline and dissent from this? For so I have ever thought, and continue to think; but, if you are of another opinion, let me hear what you have to say. If, however, you remain of the same mind as formerly, I will proceed to the next step.","SOCRATES: Then we ought never to retaliate or return evil for evil to anyone, no matter what we have suffered at their hands. But I want you to think carefully about this, Crito, and make sure you truly mean what you are saying. For this is a view that has never been held, and never will be held, by any large number of people. Those who accept this principle and those who reject it have no common ground between them -- they can only look at each other with contempt when they see how far apart they stand.

So tell me honestly: do you genuinely agree with my starting principle -- that neither doing wrong, nor retaliating, nor defending yourself by returning evil for evil is ever right? Will that serve as the foundation of our argument? Or do you disagree? For this is what I have always believed, and what I continue to believe. But if you hold a different view, say so now. If, however, you stand by what we have agreed, I will move to the next step.","SOCRATES: So we must never retaliate or return evil for evil, no matter what has been done to us. But think carefully about this, Crito -- be sure you really mean it.

This is a position that very few people have ever held, or ever will. Those who believe it and those who reject it stand on completely different ground. They can only look at each other in dismay when they see how deeply they disagree.

So tell me plainly: do you truly accept my foundational principle -- that doing wrong, retaliating, and returning evil for evil are never justified? Will you build the rest of our argument on this? Or do you dissent? This has always been my conviction, and it still is. But if you think differently, tell me now. If you still agree, I will go on to the next point.","Socrates warns that the principle of never retaliating is held by very few and creates an unbridgeable divide between those who accept it and those who do not. He presses Crito to confirm his genuine commitment before building further arguments upon it.","Socrates emphasizes the radical nature of their agreed principle -- that one must never retaliate -- noting that very few people accept it. He presses Crito to confirm his sincere commitment before proceeding.","The principle of never returning evil for evil is radical and rarely held, so Crito must be genuinely committed before they can proceed.","Speaker: Socrates. This passage is remarkable for Socrates' candid acknowledgment that his ethical position is deeply counter-cultural. The observation that those who hold this view and those who reject it 'have no common ground' anticipates modern metaethical debates about moral incommensurability. In the Gorgias (482c-486d), Callicles expresses exactly the contempt Socrates describes, dismissing Socratic ethics as the morality of the weak. Socrates' insistence that Crito confirm his agreement before proceeding reflects the elenchus's requirement of genuine assent -- the argument has force only if both parties honestly endorse each premise."
"2.10","2.2","10","CRITO: You may proceed, for I have not changed my mind.

SOCRATES: Then I will go on to the next point, which may be put in the form of a question:—Ought a man to do what he admits to be right, or ought he to betray the right?

CRITO: He ought to do what he thinks right.

SOCRATES: But if this is true, what is the application? In leaving the prison against the will of the Athenians, do I wrong any? or rather do I not wrong those whom I ought least to wrong? Do I not desert the principles which were acknowledged by us to be just—what do you say?

CRITO: I cannot tell, Socrates; for I do not know.","CRITO: You may proceed, for I have not changed my mind.

SOCRATES: Then I will move to the next point, which I will put as a question: when a person has agreed that something is right, should he follow through and do it, or should he betray what is right?

CRITO: He should do what he believes is right.

SOCRATES: Then consider the implications. If I leave prison against the will of Athens, am I not wronging someone? Or rather, am I not wronging the very people I ought least to wrong? Am I not abandoning the principles we have just agreed are just? What do you say?

CRITO: I cannot answer, Socrates, for I do not know.","CRITO: Go ahead -- I have not changed my mind.

SOCRATES: Then here is the next question: when someone has agreed that a course of action is right, should he carry it out, or should he betray the right?

CRITO: He should do what he thinks is right.

SOCRATES: Then apply this to our situation. If I escape from prison against the wishes of Athens, would I be wronging anyone? More specifically, would I not be wronging the very people I should least of all wrong? Would I not be abandoning the principles of justice we just agreed upon? What is your answer?

CRITO: I cannot tell, Socrates. I do not know.","Socrates introduces the principle that agreements and commitments must be honoured, then turns it toward the escape question: leaving prison against Athens' will would mean wronging those he should least wrong and betraying his own principles. Crito, sensing where the argument leads, finds himself unable to answer.","Socrates establishes that a person must honour their commitments to do what is right, then asks whether escaping would mean wronging Athens and abandoning their agreed principles of justice. Crito, unable to answer, signals his growing uncertainty.","One must honour agreements and do what is right; escaping may mean wronging Athens and betraying justice.","Speakers: Socrates, Crito. This passage is the hinge between Part 2 and Part 3 (the Prosopopoeia of the Laws). Socrates introduces the principle of keeping agreements, which will become the foundation of the Laws' argument about the social contract. Crito's confession of ignorance ('I do not know') is a classic outcome of the elenchus -- the interlocutor reaches aporia (puzzlement), having been led to see that his original position is untenable but not yet grasping the full alternative. This moment of aporia creates the dramatic opening for Part 3, where Socrates will ventriloquize the Laws of Athens to answer the question Crito cannot. The principle that one must 'do what he admits to be right' anticipates the Republic's discussion of justice as each part of the soul and state performing its proper function."
"3.1","3.1","1","SOCRATES: Then consider the matter in this way:—Imagine that I am about to play truant (you may call the proceeding by any name which you like), and the laws and the government come and interrogate me: ‘Tell us, Socrates,’ they say; ‘what are you about? are you not going by an act of yours to overturn us—the laws, and the whole state, as far as in you lies? Do you imagine that a state can subsist and not be overthrown, in which the decisions of law have no power, but are set aside and trampled upon by individuals?’ What will be our answer, Crito, to these and the like words? Anyone, and especially a rhetorician, will have a good deal to say on behalf of the law which requires a sentence to be carried out. He will argue that this law should not be set aside; and shall we reply, ‘Yes; but the state has injured us and given an unjust sentence.’ Suppose I say that?

CRITO: Very good, Socrates.","SOCRATES: Then think about it this way. Imagine that just as I am about to escape from prison -- call it whatever you like -- the Laws and the Government of Athens come and confront me. ""Tell us, Socrates,"" they say, ""what exactly do you think you're doing? Aren't you, by this act, attempting to destroy us -- the Laws -- and the entire state, as far as it is in your power? Do you think a state can continue to exist and not be overthrown when the decisions of its courts have no force, but are disregarded and overturned by private individuals?""

What will be our answer, Crito, to these words and others like them? Anyone, and especially a skilled orator, would have a great deal to say in defense of the law that requires a judicial sentence to be carried out. He would argue that this law must not be set aside. Shall we reply, ""Yes, but the state has wronged us and passed an unjust sentence""? Suppose I say that?

CRITO: By all means say that, Socrates.","SOCRATES: Consider this thought experiment, Crito. Imagine I am about to escape, and the Laws of Athens themselves appear before me to make their case.

""Socrates,"" they say, ""what are you doing? By escaping, you are trying to destroy us -- the entire legal system -- as far as one person can. Can any state survive when its court decisions are ignored and overturned by individuals acting on their own?""

What would we say to that, Crito? Any good lawyer would argue powerfully that court sentences must be carried out. Should we respond, ""But the state wronged us -- the sentence was unjust""?

CRITO: Yes, that is exactly what we should say, Socrates.","Socrates introduces the famous prosopopoeia: imagine the Laws of Athens themselves confronting him as he tries to escape. They ask whether a state can survive when individuals override its court decisions at will. Socrates anticipates the obvious reply -- that the sentence was unjust -- and asks Crito whether that defense is adequate.","Socrates introduces the dramatic device of the personified Laws of Athens, who ask whether his escape would undermine the entire legal order, and he considers whether claiming the sentence was unjust is a sufficient answer.","If individuals can override court decisions they dislike, the rule of law collapses entirely.","Speakers: Socrates, Crito. This passage introduces the prosopopoeia -- the personification of the Laws of Athens -- one of the most celebrated rhetorical devices in ancient philosophy. The technique of giving voice to abstract entities was known in Greek rhetoric, but Plato's use here is uniquely powerful. The Laws' opening question anticipates modern jurisprudential debates about civil disobedience and the rule of law: can a legal system survive selective compliance?"
"3.2","3.1","2","SOCRATES: ‘And was that our agreement with you?’ the law would answer; ‘or were you to abide by the sentence of the state?’ And if I were to express my astonishment at their words, the law would probably add: ‘Answer, Socrates, instead of opening your eyes—you are in the habit of asking and answering questions. Tell us,—What complaint have you to make against us which justifies you in attempting to destroy us and the state? In the first place did we not bring you into existence? Your father married your mother by our aid and begat you. Say whether you have any objection to urge against those of us who regulate marriage?’ None, I should reply. ‘Or against those of us who after birth regulate the nurture and education of children, in which you also were trained? Were not the laws, which have the charge of education, right in commanding your father to train you in music and gymnastic?’ Right, I should reply. ‘Well then, since you were brought into the world and nurtured and educated by us, can you deny in the first place that you are our child and slave, as your fathers were before you? And if this is true you are not on equal terms with us; nor can you think that you have a right to do to us what we are doing to you. Would you have any right to strike or revile or do any other evil to your father or your master, if you had one, because you have been struck or reviled by him, or received some other evil at his hands? You would not say this.","SOCRATES: ""And was that our agreement with you?"" the Laws would answer, ""or were you to abide by whatever sentence the state imposed?"" And if I expressed surprise at their words, the Laws would probably add: ""Answer us, Socrates, instead of standing there wide-eyed -- you who are so practiced at asking and answering questions. Tell us: what complaint do you have against us that justifies your attempt to destroy us and the state?

""In the first place, did we not bring you into existence? It was through us that your father married your mother and fathered you. Tell us, do you have any objection to those of us who regulate marriage?"" None, I would reply. ""Or to those of us who, after birth, oversee the upbringing and education of children -- the same upbringing you received? Were not the laws governing education right to require your father to train you in the arts and in physical fitness?"" Right, I would reply.

""Well then, since you were brought into the world and raised and educated by us, can you deny, first of all, that you are our offspring and our servant, as your fathers were before you? And if that is so, you are not on equal terms with us. You cannot claim the right to do to us what we are doing to you. Would you have the right to strike back at your father, or to insult him, or to do him any harm, just because he had struck or insulted you first? You would not claim that right.","SOCRATES: The Laws would respond: ""Was that our agreement? Were you not bound to accept the state's judgments?"" If I showed surprise, they would press further:

""Answer, Socrates -- you who love questions. What complaint justifies destroying us?

""First: did we not give you life itself? Your father married your mother under our authority and brought you into being. Do you object to our marriage laws?"" No, I would say. ""Do you object to our laws on education, which required your father to train you in culture and athletics?"" No, I would say.

""Then since we brought you into the world, raised you, and educated you, can you deny that you are our child and our subject, as your fathers were? And if so, the relationship is not one of equals. You do not have the right to retaliate against us. You would not claim the right to strike your father back because he struck you first -- would you?""","The Laws argue that they stand to Socrates as parents stand to a child: they enabled his birth through marriage law, oversaw his education, and shaped him into who he is. Since a child cannot claim equal standing with a parent -- cannot strike back when struck -- neither can a citizen claim equal standing with the laws that made him.","The personified Laws argue that they gave Socrates life, education, and upbringing, establishing a parent-child relationship that places the citizen in an unequal position with no right of retaliation.","The Laws claim parental authority over citizens: they gave you life and education, so you have no right to destroy them in return.","Speaker: Socrates (voicing the Laws). The Laws' argument from parental authority is a striking philosophical move: the state is not merely an institution but a quasi-familial entity that precedes and produces the individual. The reference to training in 'music and gymnastic' reflects the standard Athenian education described in the Republic. The inequality argument -- that citizens are not on equal terms with the laws -- has been both influential and controversial, anticipating debates about whether political obligation is truly analogous to filial duty."
"3.3","3.1","3","And because we think right to destroy you, do you think that you have any right to destroy us in return, and your country as far as in you lies? Will you, O professor of true virtue, pretend that you are justified in this? Has a philosopher like you failed to discover that our country is more to be valued and higher and holier far than mother or father or any ancestor, and more to be regarded in the eyes of the gods and of men of understanding? also to be soothed, and gently and reverently entreated when angry, even more than a father, and either to be persuaded, or if not persuaded, to be obeyed? And when we are punished by her, whether with imprisonment or stripes, the punishment is to be endured in silence; and if she lead us to wounds or death in battle, thither we follow as is right; neither may anyone yield or retreat or leave his rank, but whether in battle or in a court of law, or in any other place, he must do what his city and his country order him; or he must change their view of what is just: and if he may do no violence to his father or mother, much less may he do violence to his country.’ What answer shall we make to this, Crito? Do the laws speak truly, or do they not?

CRITO: I think that they do.","""And because we think it right to put you to death, do you think you have any right to destroy us in return -- us and your country, as far as it lies in your power? Will you, the self-proclaimed champion of true virtue, claim to be justified in this? Has a philosopher like you failed to understand that your country is more precious, more exalted, and more sacred than your mother or father or all your ancestors combined -- more worthy of reverence in the eyes of both gods and thoughtful people? That when your country is angry, she must be soothed and gently reasoned with, even more reverently than an angry father? That she must either be persuaded, or else obeyed? And when she punishes us -- whether with imprisonment or beatings -- we must bear it in silence? That if she leads us to battle, to wounds or death, we must follow as duty requires? No one may give way, or retreat, or abandon his post. Whether in war, in a court of law, or anywhere else, a citizen must do what his city and country command -- or else change their minds about what is just through persuasion. And if it is wrong to use violence against your father or mother, how much more wrong is it to use violence against your country?""

What shall we say to this, Crito? Do the Laws speak the truth, or do they not?

CRITO: I think that they do.","""And because we have decided to put you to death, do you claim the right to destroy us in return? Will you, Socrates -- who profess devotion to virtue -- truly argue that this is just?

""Has a philosopher failed to see that his country is more precious and sacred than mother, father, or any ancestor -- more to be revered in the eyes of gods and wise people? That an angry country must be treated with even more patience than an angry father -- reasoned with gently, and either persuaded or obeyed? That when she punishes you -- with prison or blows -- you must endure it? That when she sends you to war, you must go, even at the cost of wounds or death? That no one may retreat or desert his post?

""In battle, in court, or anywhere else, you must obey your country's commands -- or change her mind through persuasion. If violence against a parent is wrong, violence against your country is far worse.""

What do we say, Crito? Are the Laws right?

CRITO: I think they are.","The Laws elevate the state above even parents in the moral hierarchy: one's country is more sacred than mother or father, and must be either persuaded or obeyed. Violence against the state is the supreme impiety. The citizen's only legitimate options are compliance or persuasion -- never defiance.","The Laws argue that one's country is more sacred than one's parents and must be either persuaded through argument or obeyed -- never resisted through force or evasion -- and Crito agrees.","Your country stands above your parents in the moral order: you must either persuade her or obey her, never defy her.","Speaker: Socrates (voicing the Laws), with Crito affirming. This passage presents the strongest version of the Laws' authority claim: the state is holier than parents and ancestors. The 'persuade or obey' doctrine is a crucial qualification -- it is not blind obedience but allows for legitimate dissent through argument, as Socrates himself practiced in the Apology. The military imagery (no retreating from one's post) connects to Socrates' own distinguished service at Potidaea, Amphipolis, and Delium, referenced in the Apology. The passage raises enduring questions about the limits of political obligation."
