"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"1.43","1.13","43","Therefore the irrational element also appears to be two-fold. For the vegetative element in no way shares in a rational principle, but the appetitive and in general the desiring element in a sense shares in it, in so far as it listens to and obeys it; this is the sense in which we speak of 'taking account' of one's father or one's friends, not that in which we speak of 'accounting for a mathematical property. That the irrational element is in some sense persuaded by a rational principle is indicated also by the giving of advice and by all reproof and exhortation. And if this element also must be said to have a rational principle, that which has a rational principle (as well as that which has not) will be twofold, one subdivision having it in the strict sense and in itself, and the other having a tendency to obey as one does one's father.","The irrational element of the soul therefore appears to be twofold. The vegetative element shares in no way in a rational principle. But the appetitive element -- and the desiring element in general -- shares in a rational principle in a certain sense, insofar as it listens to and obeys it. This is the sense in which we speak of 'paying heed' to one's father or friends -- not the sense in which we speak of 'giving an account' of a mathematical property.

That the irrational element is in some way persuaded by a rational principle is also shown by the practice of giving advice and by all reproof and exhortation. And if this element must also be said to possess a rational principle, then the element that has a rational principle will itself be twofold: one part having it in the strict sense and in itself, the other having it in the sense of being disposed to listen, as one listens to one's father.","The irrational soul is twofold: the vegetative shares nothing with reason, while the appetitive shares in reason insofar as it listens and obeys -- as one 'heeds' a father, not as one 'accounts for' a mathematical truth. That desire can be persuaded by reason is shown by the existence of advice, reproof, and exhortation. So the rational element is also twofold: one part possesses reason in itself, the other merely tends to obey it.","The irrational soul has two parts: the vegetative (entirely non-rational) and the appetitive (capable of listening to reason). The appetitive element's responsiveness to reason is shown by the fact that advice and exhortation work. This means the rational element of the soul is also twofold: one part possesses reason directly, the other obeys it as a child obeys a parent.","The appetitive soul is irrational yet responsive to reason, creating a twofold rationality: reason proper and the capacity to be guided by reason.","The wordplay on 'logos' is important: 'having logos' can mean either 'possessing reason' or 'listening to reason/heeding.' Aristotle exploits this ambiguity to show that the appetitive soul 'has logos' in the second sense. -- The father analogy (echoing the opening of the Politics on household authority) suggests that the relationship between reason and appetite is one of legitimate authority, not tyrannical domination. -- The observation that advice and exhortation presuppose appetite's responsiveness to reason is a practical argument with significant implications: moral education is possible precisely because desire can be shaped by rational persuasion. -- This twofold division of rationality maps directly onto the division of virtues in 1.44."
"1.44","1.13","44","Virtue too is distinguished into kinds in accordance with this difference; for we say that some of the virtues are intellectual and others moral, philosophic wisdom and understanding and practical wisdom being intellectual, liberality and temperance moral. For in speaking about a man's character we do not say that he is wise or has understanding but that he is good-tempered or temperate; yet we praise the wise man also with respect to his state of mind; and of states of mind we call those which merit praise virtues.","Virtue, too, is divided into kinds in accordance with this distinction. Some virtues we call intellectual and others moral. Philosophical wisdom, understanding, and practical wisdom are intellectual virtues; generosity and temperance are moral virtues. When speaking of someone's character, we do not say that they are wise or have understanding, but that they are good-tempered or temperate. Yet we also praise the wise person with respect to their state of mind; and those states of mind that merit praise are what we call virtues.","Virtue divides accordingly into intellectual and moral. Philosophical wisdom, understanding, and practical wisdom are intellectual virtues; generosity and temperance are moral. Character descriptions concern moral virtue -- we call someone temperate, not wise. Yet we also praise the wise person's state of mind, and praiseworthy states of mind are what we call virtues.","The twofold division of the soul's rational element yields a corresponding division of virtue: intellectual virtues (like philosophical wisdom and practical wisdom) and moral virtues (like generosity and temperance). Character descriptions concern moral virtues, though intellectual virtues are also praiseworthy.","Virtue divides into intellectual virtues of the mind and moral virtues of character, corresponding to the two ways the soul can be rational.","This passage provides the structural framework for the rest of the Ethics: moral virtues are treated in Books II-V, intellectual virtues in Book VI. -- The Greek word for moral virtue (ethike arete) derives from 'ethos' (character/habit), while intellectual virtue (dianoetike arete) derives from 'dianoia' (thought). -- Philosophical wisdom (sophia), understanding (sunesis), and practical wisdom (phronesis) are the key intellectual virtues analyzed in Book VI. -- Generosity (eleutheriotis) is treated in Book IV.1, temperance (sophrosune) in Book III.10-12. -- This final passage of Book I serves as a bridge to Book II, which opens with the distinction between intellectual virtues (acquired through teaching) and moral virtues (acquired through habituation). -- The overall structure of Book I thus moves from the highest good (happiness) to its components (virtue) to the division of virtue, setting the agenda for the remainder of the Ethics."
"2.1","2.1","1","Virtue, then, being of two kinds, intellectual and moral, intellectual virtue in the main owes both its birth and its growth to teaching (for which reason it requires experience and time), while moral virtue comes about as a result of habit, whence also its name (ethike) is one that is formed by a slight variation from the word ethos (habit). From this it is also plain that none of the moral virtues arises in us by nature; for nothing that exists by nature can form a habit contrary to its nature. For instance the stone which by nature moves downwards cannot be habituated to move upwards, not even if one tries to train it by throwing it up ten thousand times; nor can fire be habituated to move downwards, nor can anything else that by nature behaves in one way be trained to behave in another. Neither by nature, then, nor contrary to nature do the virtues arise in us; rather we are adapted by nature to receive them, and are made perfect by habit.","Virtue comes in two kinds: intellectual and moral. Intellectual virtue largely originates and develops through teaching -- which is exactly why it demands experience and time. Moral virtue, on the other hand, comes about through habit. Indeed, the very name for moral virtue in Greek (ethike) is derived, with only a slight variation, from the word for habit (ethos). This also makes it clear that none of the moral virtues develop in us simply by nature. Nothing that exists by nature can be trained into the opposite behavior. A stone, for instance, naturally falls downward and cannot be habituated to move upward -- not even if you threw it into the air ten thousand times. Nor can fire be trained to move downward, nor can anything else that naturally behaves one way be conditioned to behave differently. The virtues, then, arise in us neither by nature nor contrary to nature. Rather, we are naturally equipped to receive them, and we bring them to completion through habit.","Virtue is twofold: intellectual and moral. Intellectual virtue grows mainly through teaching and requires time, while moral virtue develops through habit -- its very name (ethike) derives from the word for habit (ethos). No moral virtue arises in us by nature, since nothing natural can be trained into its opposite: a stone cannot learn to rise, nor fire to fall. Yet neither do the virtues arise contrary to nature. We are naturally constituted to receive them, but we perfect them through habit.","Aristotle distinguishes intellectual virtue, which comes from teaching, from moral virtue, which develops through habit. Moral virtue is neither innate nor contrary to our nature -- we have a natural capacity for it, but it must be cultivated through practice.","Moral virtue is not inborn but developed through habitual practice, for which nature gives us only the capacity.","The etymological connection between ethike (moral virtue) and ethos (habit) is central to Aristotle's argument and reflects his method of drawing philosophical insight from linguistic usage. -- The stone analogy illustrates Aristotle's physics, where natural objects have inherent tendencies (e.g., earth moves downward, fire upward) as discussed in Physics II and De Caelo. -- This passage implicitly challenges Plato's doctrine of innate knowledge (anamnesis) from the Meno, where virtue is recollected rather than acquired. -- The distinction between intellectual and moral virtue is foundational to the Ethics and recurs throughout, especially in Book VI's treatment of intellectual virtues."
"2.2","2.1","2","Again, of all the things that come to us by nature we first acquire the potentiality and later exhibit the activity (this is plain in the case of the senses; for it was not by often seeing or often hearing that we got these senses, but on the contrary we had them before we used them, and did not come to have them by using them); but the virtues we get by first exercising them, as also happens in the case of the arts as well. For the things we have to learn before we can do them, we learn by doing them, e.g. men become builders by building and lyreplayers by playing the lyre; so too we become just by doing just acts, temperate by doing temperate acts, brave by doing brave acts.","Furthermore, everything that comes to us by nature follows this pattern: we first possess the capacity and only later exercise it in activity. This is obvious with the senses -- we did not acquire sight or hearing by repeatedly seeing and hearing. On the contrary, we already had these senses before we used them; we did not develop them through use. But the virtues work the opposite way: we acquire them by first putting them into practice, just as we do with the crafts. We learn things by doing them -- people become builders by building and lyre-players by playing the lyre. In the same way, we become just by performing just actions, temperate by performing temperate actions, and brave by performing brave actions.","Natural capacities like the senses exist in us before we use them -- we do not gain sight by seeing. Virtues work in reverse: we acquire them only through practice. Just as we become builders by building and musicians by playing, we become just by acting justly, temperate by acting temperately, and brave by acting bravely.","Unlike natural faculties such as sight and hearing, which we possess before using them, virtues are acquired through practice. We become virtuous by performing virtuous actions, just as craftsmen develop their skills by exercising them.","We acquire virtues by exercising them -- we become just by doing just things, brave by doing brave things.","The potentiality/actuality (dynamis/energeia) distinction is a cornerstone of Aristotle's Metaphysics (Book IX). -- The craft analogy (techne) is one Aristotle uses frequently but will later qualify in 2.4 (thought 15), where he distinguishes the conditions for virtue from those for craft expertise. -- This learning-by-doing principle has been enormously influential in educational theory, anticipating pragmatist philosophy (Dewey) and contemporary research on deliberate practice."
"2.3","2.1","3","This is confirmed by what happens in states; for legislators make the citizens good by forming habits in them, and this is the wish of every legislator, and those who do not effect it miss their mark, and it is in this that a good constitution differs from a bad one.

Again, it is from the same causes and by the same means that every virtue is both produced and destroyed, and similarly every art; for it is from playing the lyre that both good and bad lyre-players are produced. And the corresponding statement is true of builders and of all the rest; men will be good or bad builders as a result of building well or badly. For if this were not so, there would have been no need of a teacher, but all men would have been born good or bad at their craft. This, then, is the case with the virtues also; by doing the acts that we do in our transactions with other men we become just or unjust, and by doing the acts that we do in the presence of danger, and being habituated to feel fear or confidence, we become brave or cowardly. The same is true of appetites and feelings of anger; some men become temperate and good-tempered, others self-indulgent and irascible, by behaving in one way or the other in the appropriate circumstances. Thus, in one word, states of character arise out of like activities. This is why the activities we exhibit must be of a certain kind; it is because the states of character correspond to the differences between these. It makes no small difference, then, whether we form habits of one kind or of another from our very youth; it makes a very great difference, or rather all the difference.","This is confirmed by what happens in political communities. Legislators make citizens good by shaping their habits -- this is the aim of every legislator, and those who fail at it miss their mark entirely. This is precisely what distinguishes a good constitution from a bad one.

Moreover, every virtue is both produced and destroyed by the same causes and the same means, just as every craft is. Both good and bad lyre-players are produced by playing the lyre. The same applies to builders and all other craftsmen: people become good or bad builders depending on whether they build well or badly. If this were not the case, there would be no need for teachers, since everyone would simply be born good or bad at their craft. The same holds true for the virtues. Through our dealings with other people we become either just or unjust. Through our behavior in the face of danger -- by becoming habituated to feel either fear or confidence -- we become either brave or cowardly. The same applies to our appetites and our anger: some people become temperate and even-tempered, others self-indulgent and hot-headed, depending on how they conduct themselves in the relevant situations. In a word, states of character arise from corresponding activities. This is why the activities we engage in must be of a certain quality, since our character traits correspond to the differences in these activities. It makes no small difference whether we develop one set of habits or another from our earliest youth -- it makes an enormous difference, or rather, it makes all the difference.","Political life confirms this: legislators make citizens good by forming their habits, and a good constitution differs from a bad one precisely in its success at this. Every virtue, like every craft, is both produced and destroyed by the same activities -- good and bad lyre-players alike are made by playing. Through our actions with others we become just or unjust; through our responses to danger, brave or cowardly; through our handling of desire and anger, temperate or self-indulgent. Character arises from repeated activity. Therefore, the habits we form from youth onward make all the difference.","Aristotle argues that virtues are produced and destroyed by the same kinds of activities, just as good and bad craftsmen are made by practicing their craft well or poorly. Legislators confirm this by aiming to shape citizens' habits. The habits formed from youth are therefore of supreme importance.","Character is shaped by repeated action, and the habits formed from youth make all the difference between virtue and vice.","The political dimension of moral education is developed extensively in Politics VII-VIII, where Aristotle discusses how the ideal state should structure education. -- The claim that legislators aim to make citizens good connects the Ethics to the Politics; Aristotle ends the Ethics (X.9) by turning to political science as the means to make people virtuous. -- The emphasis on youth education echoes Plato's Republic (Books II-III) and Laws, though Aristotle grounds the argument in habituation rather than Platonic metaphysics."
"2.4","2.2","4","Since, then, the present inquiry does not aim at theoretical knowledge like the others (for we are inquiring not in order to know what virtue is, but in order to become good, since otherwise our inquiry would have been of no use), we must examine the nature of actions, namely how we ought to do them; for these determine also the nature of the states of character that are produced, as we have said. Now, that we must act according to the right rule is a common principle and must be assumed-it will be discussed later, i.e. both what the right rule is, and how it is related to the other virtues. But this must be agreed upon beforehand, that the whole account of matters of conduct must be given in outline and not precisely, as we said at the very beginning that the accounts we demand must be in accordance with the subject-matter; matters concerned with conduct and questions of what is good for us have no fixity, any more than matters of health. The general account being of this nature, the account of particular cases is yet more lacking in exactness; for they do not fall under any art or precept but the agents themselves must in each case consider what is appropriate to the occasion, as happens also in the art of medicine or of navigation.","Since our present inquiry does not aim at theoretical knowledge the way other inquiries do -- we are not investigating simply to understand what virtue is, but in order to become good, since otherwise the inquiry would be useless -- we need to examine how we ought to act. For our actions determine the character traits that develop in us, as we have already said. Now, the principle that we must act in accordance with right reason is widely accepted and may be taken as a starting point -- we will discuss later what right reason is and how it relates to the other virtues. But one thing must be agreed upon in advance: any account of matters of conduct can only be given in outline, not with precision. We made this point at the very beginning: the degree of exactness we should expect must match the subject matter. Questions about conduct and about what is good for us have no fixed answers, any more than questions about health do. And if the general account lacks precision, the account of particular cases is even less exact, since these do not fall under any established art or set of rules. The people acting must judge for themselves what the situation requires, just as in the practice of medicine or navigation.","Our inquiry aims not at theoretical knowledge of virtue but at becoming good -- otherwise it would be pointless. We must therefore examine how to act, since actions shape character. Acting according to right reason is our guiding principle, to be elaborated later. But we must accept in advance that ethics allows only outline accuracy, not precision: matters of conduct have no fixity, like matters of health. Particular cases are even less exact, falling under no fixed rules -- agents must judge each situation themselves, as in medicine or navigation.","Aristotle stresses that ethics is a practical inquiry aimed at becoming good, not just understanding virtue theoretically. He warns that ethical reasoning can only provide general guidelines, not precise rules, since particular situations require individual judgment -- much like medicine or navigation.","Ethics aims at becoming good, not just knowing what goodness is, and its guidance can only be approximate since every situation demands individual judgment.","The contrast between theoretical and practical knowledge is fundamental to Aristotle's philosophy; see Metaphysics VI.1 and Ethics VI on the distinction between episteme (scientific knowledge) and phronesis (practical wisdom). -- The reference to 'right rule' (orthos logos) anticipates the detailed discussion of practical wisdom (phronesis) in Book VI. -- The comparison to medicine recurs throughout the Ethics and reflects Aristotle's own background (his father Nicomachus was a physician). -- The methodological point about precision matching subject matter was first stated in I.3."
"2.5","2.2","5","But though our present account is of this nature we must give what help we can. First, then, let us consider this, that it is the nature of such things to be destroyed by defect and excess, as we see in the case of strength and of health (for to gain light on things imperceptible we must use the evidence of sensible things); both excessive and defective exercise destroys the strength, and similarly drink or food which is above or below a certain amount destroys the health, while that which is proportionate both produces and increases and preserves it. So too is it, then, in the case of temperance and courage and the other virtues. For the man who flies from and fears everything and does not stand his ground against anything becomes a coward, and the man who fears nothing at all but goes to meet every danger becomes rash; and similarly the man who indulges in every pleasure and abstains from none becomes self-indulgent, while the man who shuns every pleasure, as boors do, becomes in a way insensible; temperance and courage, then, are destroyed by excess and defect, and preserved by the mean.","Even though our account is necessarily imprecise, we must still offer what guidance we can. First, let us consider that things of this kind are naturally destroyed by excess and deficiency, as we can see in the case of physical strength and health. (To shed light on what is hard to perceive directly, we must rely on evidence from what is observable.) Both too much exercise and too little destroy physical strength, just as food and drink above or below a certain amount destroy health, while the right proportion produces, increases, and preserves it. The same holds true for temperance, courage, and the other virtues. The person who runs from everything, fears everything, and never stands firm becomes a coward. The person who fears nothing whatsoever and rushes into every danger becomes reckless. Similarly, the person who indulges in every pleasure and abstains from none becomes self-indulgent, while the person who avoids every pleasure, like those who are crude and unrefined, becomes in a way insensible. Temperance and courage, then, are destroyed by excess and deficiency, and preserved by the mean.","Excess and deficiency destroy virtue, just as they destroy physical strength and health -- too much or too little exercise ruins the body, while the right amount preserves it. Whoever flees everything becomes a coward; whoever fears nothing becomes reckless. Whoever indulges in every pleasure becomes self-indulgent; whoever shuns all pleasure becomes insensible. Temperance and courage are preserved by the mean and destroyed by extremes.","Aristotle introduces the doctrine of the mean by analogy with physical health: just as too much or too little food and exercise destroy the body, excess and deficiency in our responses to fear and pleasure destroy the virtues of courage and temperance. The balanced middle state preserves them.","Virtues like courage and temperance are destroyed by excess and deficiency and preserved by hitting the right balance -- the mean.","This is the first explicit statement of the doctrine of the mean (mesotes), which becomes the central concept of Book II. -- The health analogy reflects the strong influence of Greek medical theory (especially Hippocratic medicine) on Aristotle's ethics, where balance (isonomia) among bodily elements was considered the basis of health. -- The term 'boors' (agroikoi) for those insensible to pleasure recurs in Book IV's discussion of temperance."
"2.6","2.2","6","But not only are the sources and causes of their origination and growth the same as those of their destruction, but also the sphere of their actualization will be the same; for this is also true of the things which are more evident to sense, e.g. of strength; it is produced by taking much food and undergoing much exertion, and it is the strong man that will be most able to do these things. So too is it with the virtues; by abstaining from pleasures we become temperate, and it is when we have become so that we are most able to abstain from them; and similarly too in the case of courage; for by being habituated to despise things that are terrible and to stand our ground against them we become brave, and it is when we have become so that we shall be most able to stand our ground against them.","Not only do the sources of a virtue's development and destruction operate through the same activities, but the sphere in which the virtue is exercised is also the same. This is clearly true in more observable cases, such as physical strength: strength is built by consuming substantial food and undertaking strenuous exertion, and it is the strong person who is best able to do these very things. The same applies to the virtues. By abstaining from pleasures, we become temperate, and once we have become temperate, we are best able to abstain from them. Likewise with courage: by becoming habituated to face frightening things and to hold our ground, we become brave, and once we have become brave, we are best able to stand firm.","The activities that produce a virtue are the same ones the virtue enables us to perform best. Strength is built through exertion, and the strong person is most capable of exertion. Likewise, we become temperate by practicing restraint, and once temperate, we are most capable of restraint. We become brave by facing danger, and once brave, we face danger most effectively.","Aristotle observes a virtuous circle: the same activities that develop a virtue are the ones that the virtue then enables us to perform best. Practicing restraint builds temperance, and temperance makes restraint easier; facing danger builds courage, and courage makes us better at facing danger.","Virtue creates a reinforcing cycle: the practice that builds it is the same activity the virtue then empowers us to perform best.","This circular relationship between virtuous activity and virtuous disposition is a distinctive feature of Aristotle's moral psychology. -- The idea that virtues are self-reinforcing connects to the concept of hexis (stable disposition) developed more fully in the Categories (ch. 8) and Metaphysics V.20. -- This reciprocal structure poses a well-known philosophical puzzle: how does one begin to practice virtue without already possessing it? Aristotle addresses this partly through the role of early habituation and education."
"2.7","2.3","7","We must take as a sign of states of character the pleasure or pain that ensues on acts; for the man who abstains from bodily pleasures and delights in this very fact is temperate, while the man who is annoyed at it is self-indulgent, and he who stands his ground against things that are terrible and delights in this or at least is not pained is brave, while the man who is pained is a coward. For moral excellence is concerned with pleasures and pains; it is on account of the pleasure that we do bad things, and on account of the pain that we abstain from noble ones. Hence we ought to have been brought up in a particular way from our very youth, as Plato says, so as both to delight in and to be pained by the things that we ought; for this is the right education.","We should treat the pleasure or pain that follows our actions as an indicator of our character. The person who abstains from bodily pleasures and takes delight in doing so is temperate, while the person who finds abstinence annoying is self-indulgent. The person who faces frightening situations and enjoys it -- or at least is not distressed -- is brave, while the person who is distressed by doing so is a coward. Moral virtue is fundamentally concerned with pleasures and pains. It is because of pleasure that we do bad things, and because of pain that we hold back from noble ones. This is why we ought to be raised in a particular way from our earliest youth, as Plato says -- so that we come to feel delight and pain in response to the right things. This is what proper education really is.","Pleasure and pain following action reveal character: the temperate person delights in abstaining from excess, the brave person is undistressed by danger. Moral virtue is fundamentally about pleasures and pains -- pleasure drives us toward bad actions, pain holds us back from noble ones. Therefore, as Plato said, proper education from youth must train us to feel delight and pain in response to the right things.","Aristotle argues that our emotional responses to our own actions -- whether we feel pleasure or pain -- reveal our true character. Since pleasure and pain drive all moral behavior, proper education must train us from childhood to take pleasure in what is good and feel pain at what is bad.","The pleasure or pain we feel in acting reveals our character, and right education trains us to delight in what is truly good.","The reference is to Plato's Laws (653a-c), where Plato argues that the first task of education is to train children's pleasures and pains. -- This passage establishes the central role of pleasure and pain in Aristotle's moral psychology, which will be explored more fully in Books VII and X. -- The idea that virtue involves enjoying virtuous action (not merely performing it grudgingly) is distinctively Aristotelian and distinguishes his view from Kantian ethics, where acting from duty rather than inclination is paramount."
"2.8","2.3","8","Again, if the virtues are concerned with actions and passions, and every passion and every action is accompanied by pleasure and pain, for this reason also virtue will be concerned with pleasures and pains. This is indicated also by the fact that punishment is inflicted by these means; for it is a kind of cure, and it is the nature of cures to be effected by contraries.","Here is another reason virtue is concerned with pleasures and pains: if the virtues deal with actions and emotions, and every emotion and every action is accompanied by pleasure and pain, then for this very reason virtue must be concerned with pleasures and pains. This is also confirmed by the fact that punishments work through pleasure and pain -- punishment is a kind of corrective treatment, and it is in the nature of corrective treatments to work through opposites.","Since every action and emotion involves pleasure or pain, and virtues are concerned with actions and emotions, virtue necessarily involves pleasures and pains. Punishment confirms this: it works as a cure through contraries -- applying pain to correct pleasure-driven wrongdoing.","Aristotle offers a further argument that virtue involves pleasure and pain: since all actions and emotions are accompanied by pleasure and pain, and virtue governs actions and emotions, it necessarily governs pleasure and pain. Punishment, which corrects behavior through opposing stimuli, confirms this.","Virtue necessarily concerns pleasure and pain because every action and emotion it governs is accompanied by one or both.","The principle that cures work through contraries (allopathic medicine) comes from Hippocratic medical theory and is discussed in Aristotle's own biological works. -- This brief argument is one of several converging lines of evidence Aristotle marshals in chapter 3 to establish that virtue is fundamentally about pleasure and pain."
"2.9","2.3","9","Again, as we said but lately, every state of soul has a nature relative to and concerned with the kind of things by which it tends to be made worse or better; but it is by reason of pleasures and pains that men become bad, by pursuing and avoiding these- either the pleasures and pains they ought not or when they ought not or as they ought not, or by going wrong in one of the other similar ways that may be distinguished. Hence men even define the virtues as certain states of impassivity and rest; not well, however, because they speak absolutely, and do not say 'as one ought' and 'as one ought not' and 'when one ought or ought not', and the other things that may be added. We assume, then, that this kind of excellence tends to do what is best with regard to pleasures and pains, and vice does the contrary.","Furthermore, as we noted earlier, every state of the soul is defined by its relationship to the things that tend to make it better or worse. People become bad through pleasures and pains -- by pursuing and avoiding the wrong ones, or at the wrong times, or in the wrong ways, or by going wrong in any of the other ways we might distinguish. This is why some thinkers have even defined the virtues as states of being unaffected and at rest. But this definition is inadequate, because they state it in absolute terms without adding the necessary qualifications: 'as one ought,' 'as one ought not,' 'when one ought or ought not,' and the other relevant conditions. We may take it as established, then, that virtue is the kind of excellence that disposes us to act in the best way with regard to pleasures and pains, while vice does the opposite.","Every state of soul is shaped by what improves or worsens it, and people become bad through mishandling pleasures and pains -- pursuing or avoiding the wrong ones, at the wrong times, in the wrong ways. Some define virtue as a state of impassivity, but this is too crude: the crucial qualifications are 'as one ought,' 'when one ought,' and 'in the way one ought.' Virtue, then, is the excellence of responding rightly to pleasures and pains; vice is its opposite.","Aristotle argues that character is corrupted by pursuing the wrong pleasures and pains in the wrong ways. He criticizes definitions of virtue as mere impassivity, insisting on the crucial qualifications: the right objects, at the right time, in the right way. Virtue is the disposition to handle pleasure and pain well.","Virtue is not the absence of feeling but the excellence of responding to pleasure and pain in the right way, at the right time, toward the right objects.","The 'some' who define virtue as apatheia (impassivity or freedom from passions) likely refers to early Cynics or proto-Stoic thinkers. The Stoics would later develop apatheia as a central ethical ideal, in explicit contrast to Aristotle's doctrine of the mean. -- The qualification formula ('the right time, the right object, the right way') becomes a signature Aristotelian formulation, appearing most famously in the definition of virtue at 2.6 (thought 23). -- Cross-reference to the earlier methodological remark at 2.3 (thought 9)."
"2.10","2.3","10","The following facts also may show us that virtue and vice are concerned with these same things. There being three objects of choice and three of avoidance, the noble, the advantageous, the pleasant, and their contraries, the base, the injurious, the painful, about all of these the good man tends to go right and the bad man to go wrong, and especially about pleasure; for this is common to the animals, and also it accompanies all objects of choice; for even the noble and the advantageous appear pleasant.","The following observations further demonstrate that virtue and vice are concerned with pleasure and pain. There are three objects of choice -- the noble, the advantageous, and the pleasant -- and three corresponding objects of avoidance -- the base, the harmful, and the painful. The good person tends to get things right with respect to all of these, while the bad person tends to go wrong, especially regarding pleasure. For pleasure is something we share with all animals, and it accompanies every object of choice -- even what is noble and what is advantageous appear pleasant to us.","Three things attract choice -- the noble, the advantageous, and the pleasant -- and three repel it: the base, the harmful, and the painful. The good person responds rightly to all of these, the bad person wrongly, but especially regarding pleasure, which is universal among animals and accompanies all objects of choice, since even the noble and advantageous appear pleasant.","Aristotle identifies three objects of choice (the noble, advantageous, and pleasant) and argues that virtue involves responding correctly to all three. Pleasure is especially important because it is shared with all animals and accompanies every object of choice.","Pleasure is the most critical domain of virtue because it is universal, shared with all animals, and colors every choice we make.","The tripartite classification of objects of choice (noble/kalon, advantageous/sympheron, pleasant/hedys) recurs throughout the Ethics, notably in the discussion of friendship (Books VIII-IX), where friendships are classified according to these three grounds. -- The observation that even the noble appears pleasant connects to Aristotle's view that the virtuous person takes pleasure in virtuous action (I.8)."
"2.11","2.3","11","Again, it has grown up with us all from our infancy; this is why it is difficult to rub off this passion, engrained as it is in our life. And we measure even our actions, some of us more and others less, by the rule of pleasure and pain. For this reason, then, our whole inquiry must be about these; for to feel delight and pain rightly or wrongly has no small effect on our actions.","Moreover, the experience of pleasure has been with every one of us since infancy, which is why this feeling is so difficult to remove -- it is deeply embedded in our lives. And we measure our actions, some of us more and others less, by the standard of pleasure and pain. For this reason, our entire inquiry must concern itself with these, since feeling delight and pain in the right or wrong way has no small effect on our actions.","Pleasure has shaped us since infancy and is ingrained in our lives, making it difficult to dislodge. We measure our actions by pleasure and pain, some more than others. Because responding rightly or wrongly to pleasure and pain profoundly affects our conduct, our whole inquiry must concern itself with these.","Aristotle argues that pleasure is deeply ingrained from infancy and functions as the measure by which we guide our actions. Since our responses to pleasure and pain powerfully shape our conduct, the study of virtue must centrally address them.","Pleasure has shaped us since infancy and serves as the measure by which we judge our actions, making it central to the study of virtue.","The claim that pleasure is ingrained from infancy anticipates modern developmental psychology's emphasis on early emotional conditioning. -- This passage supports Aristotle's broader project of integrating pleasure into a theory of the good life rather than treating it as inherently suspect, as some interpretations of Plato suggest."
"2.12","2.3","12","Again, it is harder to fight with pleasure than with anger, to use Heraclitus' phrase', but both art and virtue are always concerned with what is harder; for even the good is better when it is harder. Therefore for this reason also the whole concern both of virtue and of political science is with pleasures and pains; for the man who uses these well will be good, he who uses them badly bad.

That virtue, then, is concerned with pleasures and pains, and that by the acts from which it arises it is both increased and, if they are done differently, destroyed, and that the acts from which it arose are those in which it actualizes itself- let this be taken as said.","Furthermore, as Heraclitus says, it is harder to fight against pleasure than against anger -- and both craft and virtue are always concerned with what is more difficult, since achievement in what is harder is a greater good. For this reason too, the entire concern of both virtue and political science is with pleasures and pains: the person who handles them well will be good, and the one who handles them badly will be bad.

Let us take it as established, then, that virtue is concerned with pleasures and pains; that the actions from which it arises also increase it -- or, if done differently, destroy it; and that the actions from which it arose are the very same ones in which it expresses itself.","As Heraclitus observed, fighting pleasure is harder than fighting anger, and virtue always concerns itself with what is harder, since harder achievements are greater goods. Therefore both virtue and political science center on pleasures and pains: whoever manages them well is good, whoever manages them badly is bad. In sum: virtue concerns pleasures and pains, is built and destroyed by the same activities, and expresses itself in those very activities.","Aristotle concludes his argument that virtue centers on pleasure and pain by citing Heraclitus: since resisting pleasure is harder than resisting anger, and virtue deals with what is difficult, pleasure is virtue's primary domain. He summarizes the chapter's key findings about how virtue develops, can be destroyed, and manifests.","Mastering pleasure is the hardest and most important challenge for virtue, since whoever manages pleasure and pain well will be good.","The Heraclitus quotation (DK B85) -- 'It is hard to fight against anger (thymos), for whatever it wishes, it buys at the price of soul (psyche)' -- is adapted by Aristotle, who substitutes pleasure for the original reference. The exact original context is debated among scholars. -- The summary passage that closes this section uses the technique of ring composition, a common rhetorical device in Greek prose. -- The link between virtue and political science anticipates the discussion in Book X.9 and the transition to the Politics."
"2.13","2.4","13","The question might be asked,; what we mean by saying that we must become just by doing just acts, and temperate by doing temperate acts; for if men do just and temperate acts, they are already just and temperate, exactly as, if they do what is in accordance with the laws of grammar and of music, they are grammarians and musicians.","Someone might raise a question about our claim that we must become just by doing just acts and temperate by doing temperate acts. For if people are already performing just and temperate actions, are they not already just and temperate? After all, if someone does things that accord with the rules of grammar and music, they are already a grammarian or musician.","An objection arises: if we become just by doing just acts, then those who already perform just acts must already be just -- just as those who follow grammatical rules are already grammarians.","Aristotle raises a natural objection to his theory: if virtue comes from doing virtuous acts, then anyone performing virtuous acts must already be virtuous -- which seems circular. He compares this to grammar, where following grammatical rules apparently makes one a grammarian.","If we become virtuous by acting virtuously, the puzzle arises: must we not already be virtuous to perform virtuous acts?","This is a classic instance of Aristotle's dialectical method: he raises an objection against his own position in order to refine it. -- The puzzle echoes the Meno paradox about learning (Meno 80d-e): how can you search for something you do not already know? -- Aristotle will resolve this over the next several sections (2.14-2.17)."
