"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"25.5a","Q25: The Power of God","5a","FIFTH ARTICLE [I, Q. 25, Art. 5]

Whether God Can Do What He Does Not?

Objection 1: It seems that God cannot do other than what He does. For God cannot do what He has not foreknown and pre-ordained that He would do. But He neither foreknew nor pre-ordained that He would do anything except what He does. Therefore He cannot do except what He does.

Obj. 2: Further, God can only do what ought to be done and what is right to be done. But God is not bound to do what He does not; nor is it right that He should do what He does not. Therefore He cannot do except what He does.

Obj. 3: Further, God cannot do anything that is not good and befitting creation. But it is not good for creatures nor befitting them to be otherwise than as they are. Therefore God cannot do except what He does.

On the contrary, It is said: ""Thinkest thou that I cannot ask My Father, and He will give Me presently more than twelve legions of angels?"" (Matt. 26:53). But He neither asked for them, nor did His Father show them to refute the Jews. Therefore God can do what He does not.

I answer that, In this matter certain persons erred in two ways. Some laid it down that God acts from natural necessity in such way that as from the action of nature nothing else can happen beyond what actually takes place—as, for instance, from the seed of man, a man must come, and from that of an olive, an olive; so from the divine operation there could not result other things, nor another order of things, than that which now is. But we showed above (Q. 19, A. 3) that God does not act from natural necessity, but that His will is the cause of all things; nor is that will naturally and from any necessity determined to those things. Whence in no way at all is the present course of events produced by God from any necessity, so that other things could not happen. Others, however, said that the divine power is restricted to this present course of events through the order of the divine wisdom and justice without which God does nothing. But since the power of God, which is His essence, is nothing else but His wisdom, it can indeed be fittingly said that there is nothing in the divine power which is not in the order of the divine wisdom; for the divine wisdom includes the whole potency of the divine power. Yet the order placed in creation by divine wisdom, in which order the notion of His justice consists, as said above (Q. 21, A. 2), is not so adequate to the divine wisdom that the divine wisdom should be restricted to this present order of things. Now it is clear that the whole idea of order which a wise man puts into things made by him is taken from their end. So, when the end is proportionate to the things made for that end, the wisdom of the maker is restricted to some definite order. But the divine goodness is an end exceeding beyond all proportion things created. Whence the divine wisdom is not so restricted to any particular order that no other course of events could happen. Wherefore we must simply say that God can do other things than those He has done.","Can God do things he does not actually do? Yes. If God could only do what he actually does, his power would be limited to what exists, and everything that exists would exist by necessity. But God acts by will, not by necessity of nature. He freely chose among possibilities. Therefore there are things possible to God that he has not done and will not do.

God could make more things or different things, or add features to existing things. The existing order is not the only possible one; it is the one God freely chose.","God can do things he does not do. If he could only produce what actually exists, everything would exist by necessity, and freedom would be an illusion. But God acts by will, not by nature's compulsion. He freely chose among possibilities. The existing order is one among many that his wisdom could have decreed. His power exceeds his creation the way an ocean exceeds any vessel drawn from it.","","",""
"25.5b","Q25: The Power of God","5b","Reply Obj. 1: In ourselves, in whom power and essence are distinct from will and intellect, and again intellect from wisdom, and will from justice, there can be something in the power which is not in the just will nor in the wise intellect. But in God, power and essence, will and intellect, wisdom and justice, are one and the same. Whence, there can be nothing in the divine power which cannot also be in His just will or in His wise intellect. Nevertheless, because His will cannot be determined from necessity to this or that order of things, except upon supposition, as was said above (Q. 19, A. 3), neither are the wisdom and justice of God restricted to this present order, as was shown above; so nothing prevents there being something in the divine power which He does not will, and which is not included in the order which He has place in things. Again, because power is considered as executing, the will as commanding, and the intellect and wisdom as directing; what is attributed to His power considered in itself, God is said to be able to do in accordance with His absolute power. Of such a kind is everything which has the nature of being, as was said above (A. 3). What is, however, attributed to the divine power, according as it carries into execution the command of a just will, God is said to be able to do by His ordinary power. In this manner, we must say that God can do other things by His absolute power than those He has foreknown and pre-ordained He would do. But it could not happen that He should do anything which He had not foreknown, and had not pre-ordained that He would do, because His actual doing is subject to His foreknowledge and pre-ordination, though His power, which is His nature, is not so. For God does things because He wills so to do; yet the power to do them does not come from His will, but from His nature.

Reply Obj. 2: God is bound to nobody but Himself. Hence, when it is said that God can only do what He ought, nothing else is meant by this than that God can do nothing but what is befitting to Himself, and just. But these words ""befitting"" and ""just"" may be understood in two ways: one, in direct connection with the verb ""is""; and thus they would be restricted to the present order of things; and would concern His power. Then what is said in the objection is false; for the sense is that God can do nothing except what is now fitting and just. If, however, they be joined directly with the verb ""can"" (which has the effect of extending the meaning), and then secondly with ""is,"" the present will be signified, but in a confused and general way. The sentence would then be true in this sense: ""God cannot do anything except that which, if He did it, would be suitable and just.""

Reply Obj. 3: Although this order of things be restricted to what now exists, the divine power and wisdom are not thus restricted. Whence, although no other order would be suitable and good to the things which now are, yet God can do other things and impose upon them another order.","The objection that God 'must do everything his power and goodness and wisdom require' is answered by distinguishing between the absolute power of God (what he can do) and his ordained power (what he has in fact decreed). His ordained power always operates within his wisdom and justice. His absolute power exceeds what he has actually chosen to do.

Nothing limits God's power except contradiction. His wisdom and justice do not limit his power -- they govern its exercise. What God actually does is always wise and just, but wise and just alternatives existed that he did not choose.","The distinction between God's absolute power (what he can do) and his ordained power (what he has decreed) matters. His ordained power operates within his wisdom and justice. His absolute power exceeds what he has chosen to enact. Nothing limits God's power except contradiction. His wisdom governs the exercise of power -- but the power itself is wider than any particular exercise.","","",""
"25.6a","Q25: The Power of God","6a","SIXTH ARTICLE [I, Q. 25, Art. 6]

Whether God Can Do Better Than What He Does?

Objection 1: It seems that God cannot do better than He does. For whatever God does, He does in a most powerful and wise way. But a thing is so much the better done as it is more powerfully and wisely done. Therefore God cannot do anything better than He does.

Obj. 2: Further, Augustine thus argues (Contra Maximin. iii, 8): ""If God could, but would not, beget a Son His equal, He would have been envious."" For the same reason, if God could have made better things than He has done, but was not willing so to do, He would have been envious. But envy is far removed from God. Therefore God makes everything of the best. He cannot therefore make anything better than He does.

Obj. 3: Further, what is very good and the best of all cannot be bettered; because nothing is better than the best. But as Augustine says (Enchiridion 10), ""each thing that God has made is good, and, taken all together they are very good; because in them all consists the wondrous beauty of the universe."" Therefore the good in the universe could not be made better by God.

Obj. 4: Further, Christ as man is full of grace and truth, and has the Spirit without measure; and so He cannot be better. Again created happiness is described as the highest good, and thus cannot be better. And the Blessed Virgin Mary is raised above all the choirs of angels, and so cannot be better than she is. God cannot therefore make all things better than He has made them.

On the contrary, It is said (Eph. 3:20): ""God is able to do all things more abundantly than we desire or understand.""

I answer that, The goodness of anything is twofold; one, which is of the essence of it—thus, for instance, to be rational pertains to the essence of man. As regards this good, God cannot make a thing better than it is itself; although He can make another thing better than it; even as He cannot make the number four greater than it is; because if it were greater it would no longer be four, but another number. For the addition of a substantial difference in definitions is after the manner of the addition of unity of numbers (Metaph. viii, 10). Another kind of goodness is that which is over and above the essence; thus, the good of a man is to be virtuous or wise. As regards this kind of goodness, God can make better the things He has made. Absolutely speaking, however, God can make something else better than each thing made by Him.","Can God do better than he does? In one sense, yes: God can always bestow more goodness on any particular thing. He could make a better universe, or make any creature more perfect than it is. His power is not exhausted by what he has produced.

But in another sense, no: the universe as God made it cannot be improved while remaining the same universe. If you change the proportions, you change the whole. A four-stringed instrument cannot sound better by tightening one string beyond its proper tuning. Each thing in the universe is as good as it needs to be for the order of the whole; making one part better without adjusting everything else would disrupt the harmony.","Can God do better? In one sense, always -- he can bestow more goodness on anything, or create something more perfect. In another sense, no: the universe as it stands cannot be improved by adjusting one part without disrupting the whole. Tighten one string beyond its proper tuning and the harp's melody is destroyed. Each thing is as good as the harmony of the whole requires; but God could always compose a different, richer harmony.","","",""
"25.6b","Q25: The Power of God","6b","Reply Obj. 1: When it is said that God can make a thing better than He makes it, if ""better"" is taken substantively, this proposition is true. For He can always make something else better than each individual thing: and He can make the same thing in one way better than it is, and in another way not; as was explained above. If, however, ""better"" is taken as an adverb, implying the manner of the making; thus God cannot make anything better than He makes it, because He cannot make it from greater wisdom and goodness. But if it implies the manner of the thing done, He can make something better; because He can give to things made by Him a better manner of existence as regards the accidents, although not as regards the substance.

Reply Obj. 2: It is of the nature of a son that he should be equal to his father, when he comes to maturity. But it is not of the nature of anything created, that it should be better than it was made by God. Hence the comparison fails.

Reply Obj. 3: The universe, the present creation being supposed, cannot be better, on account of the most beautiful order given to things by God; in which the good of the universe consists. For if any one thing were bettered, the proportion of order would be destroyed; as if one string were stretched more than it ought to be, the melody of the harp would be destroyed. Yet God could make other things, or add something to the present creation; and then there would be another and a better universe.

Reply Obj. 4: The humanity of Christ, from the fact that it is united to the Godhead; and created happiness from the fact that it is the fruition of God; and the Blessed Virgin from the fact that she is the mother of God; have all a certain infinite dignity from the infinite good, which is God. And on this account there cannot be anything better than these; just as there cannot be anything better than God.","God cannot make something better than the humanity of Christ (which is united to God) or better than the beatific vision of the blessed (which is the enjoyment of God himself). These are already at the absolute summit of created goodness by virtue of their direct union with the infinite divine nature.

But for everything else, God could always produce something better. There is no ceiling on possible perfection short of God himself. Each thing he makes is good, but he could always make a better one -- though the 'better' version would be a different thing, not an improved version of the same thing.

The key distinction: God always gives things their due goodness (justice), and always more than their strict due (mercy). He does what he does wisely and well. But the claim that he 'could not do better' would limit his infinite power, which is false.","Some things stand at the absolute summit of created perfection: the humanity of Christ united to God, the beatific vision as the enjoyment of God himself. These cannot be bettered, because they are already joined to the infinite. For everything else, God could always produce something better -- there is no ceiling on possible perfection short of God himself. He always gives things their due, and always more than their due. But the claim that he could not have done better would limit the limitless.","","",""
"26.0","Q26: Of the Divine Beatitude","0","(In Four Articles)

After considering all that pertains to the unity of the divine essence, we come to treat of the divine beatitude. Concerning this, there are four points of inquiry:

(1) Whether beatitude belongs to God?

(2) In regard to what is God called blessed; does this regard His act of intellect?

(3) Whether He is essentially the beatitude of each of the blessed?

(4) Whether all other beatitude is included in the divine beatitude?","We conclude the treatment of the divine essence with beatitude -- God's perfect happiness. Four questions: whether beatitude belongs to God, what makes God beatified, whether he alone is essentially blessed, and whether all other beatitude is contained in his.","The treatment of God's essence concludes with beatitude -- the perfect happiness that belongs to the one who lacks nothing, knows everything, and rests in infinite goodness. Four questions: whether God is blessed, what makes him so, whether he alone is essentially blessed, and whether all happiness is contained in his.","","",""
"26.1","Q26: Of the Divine Beatitude","1","FIRST ARTICLE [I, Q. 26, Art. 1]

Whether Beatitude Belongs to God?

Objection 1: It seems that beatitude does not belong to God. For beatitude according to Boethius (De Consol. iv) ""is a state made perfect by the aggregation of all good things."" But the aggregation of goods has no place in God; nor has composition. Therefore beatitude does not belong to God.

Obj. 2: Further, beatitude or happiness is the reward of virtue, according to the Philosopher (Ethic. i, 9). But reward does not apply to God; as neither does merit. Therefore neither does beatitude.

On the contrary, The Apostle says: ""Which in His times He shall show, who is the Blessed and only Almighty, the King of Kings and Lord of Lords."" (1 Tim. 6:15).

I answer that, Beatitude belongs to God in a very special manner. For nothing else is understood to be meant by the term beatitude than the perfect good of an intellectual nature; which is capable of knowing that it has a sufficiency of the good which it possesses, to which it is competent that good or ill may befall, and which can control its own actions. All of these things belong in a most excellent manner to God, namely, to be perfect, and to possess intelligence. Whence beatitude belongs to God in the highest degree.

Reply Obj. 1: Aggregation of good is in God, after the manner not of composition, but of simplicity; for those things which in creatures is manifold, pre-exist in God, as was said above (Q. 4, A. 2; Q. 13, A. 4), in simplicity and unity.

Reply Obj. 2: It belongs as an accident to beatitude or happiness to be the reward of virtue, so far as anyone attains to beatitude; even as to be the term of generation belongs accidentally to a being, so far as it passes from potentiality to act. As, then, God has being, though not begotten; so He has beatitude, although not acquired by merit.","Beatitude belongs to God in the highest degree. Beatitude is the perfect good of an intellectual nature -- the state of having everything one wants and wanting nothing one lacks. Every intellectual being desires beatitude, and the more perfect the intellect, the more perfectly it can possess it.

God's intellect is the most perfect of all. He comprehends himself fully, his will rests in perfect satisfaction in his own goodness, and his being is entirely self-sufficient. Therefore he is not merely 'happy' in some qualified sense -- he is beatitude itself. Everything that anyone could ever desire in any form of happiness is found in God in a supereminent way: the joy of knowledge (he knows all things), the delight of possession (he possesses all perfections), the satisfaction of will (his will rests in infinite goodness).","Beatitude is the perfect good of an intellectual nature -- the state of having everything one wants and wanting nothing one lacks. God's intellect is the most perfect of all, his will rests in complete satisfaction, his being is entirely self-sufficient. He is not merely happy. He is happiness itself -- the fullness that every other joy faintly echoes.","","",""
"26.2","Q26: Of the Divine Beatitude","2","SECOND ARTICLE [I, Q. 26, Art. 2]

Whether God Is Called Blessed in Respect of His Intellect?

Objection 1: It seems that God is not called blessed in respect to His intellect. For beatitude is the highest good. But good is said to be in God in regard to His essence, because good has reference to being which is according to essence, according to Boethius (De Hebdom.). Therefore beatitude also is said to be in God in regard to His essence, and not to His intellect.

Obj. 2: Further, Beatitude implies the notion of end. Now the end is the object of the will, as also is the good. Therefore beatitude is said to be in God with reference to His will, and not with reference to His intellect.

On the contrary, Gregory says (Moral. xxxii, 7): ""He is in glory, Who whilst He rejoices in Himself, needs not further praise."" To be in glory, however, is the same as to be blessed. Therefore, since we enjoy God in respect to our intellect, because ""vision is the whole of the reward,"" as Augustine says (De Civ. Dei xxii), it would seem that beatitude is said to be in God in respect of His intellect. it would seem that beatitude is said to be in God in respect of His intellect.

I answer that, Beatitude, as stated above (A. 1), is the perfect good of an intellectual nature. Thus it is that, as everything desires the perfection of its nature, intellectual nature desires naturally to be happy. Now that which is most perfect in any intellectual nature is the intellectual operation, by which in some sense it grasps everything. Whence the beatitude of every intellectual nature consists in understanding. Now in God, to be and to understand are one and the same thing; differing only in the manner of our understanding them. Beatitude must therefore be assigned to God in respect of His intellect; as also to the blessed, who are called blessed [beati] by reason of the assimilation to His beatitude.

Reply Obj. 1: This argument proves that beatitude belongs to God; not that beatitude pertains essentially to Him under the aspect of His essence; but rather under the aspect of His intellect.

Reply Obj. 2: Since beatitude is a good, it is the object of the will; now the object is understood as prior to the act of a power. Whence in our manner of understanding, divine beatitude precedes the act of the will at rest in it. This cannot be other than the act of the intellect; and thus beatitude is to be found in an act of the intellect.","God is called blessed primarily on account of his intellect. Beatitude is the perfect operation of the highest faculty, and the highest faculty is intellect. What makes God blessed is his perfect understanding -- specifically, his perfect understanding of himself.

This does not exclude will from beatitude (delight in the good possessed is part of happiness). But the primary constituent of beatitude is the intellectual act that grasps the perfect good. Will's delight accompanies and completes beatitude but does not constitute it.

So when we ask 'what makes God happy?' the answer is: his perfect knowledge of his own infinite perfection. The will's satisfaction follows from this as a natural consequence.","What makes God blessed is his perfect understanding of himself. The highest faculty is intellect; the highest operation of intellect is the perfect grasp of the perfect good. God's beatitude consists in this: the infinite mind fully comprehending infinite perfection. Will's delight accompanies and completes the picture, but the core of blessedness is the knowing.","","",""
"26.3","Q26: Of the Divine Beatitude","3","THIRD ARTICLE [I, Q. 26, Art. 3]

Whether God Is the Beatitude of Each of the Blessed?

Objection 1: It seems that God is the beatitude of each of the blessed. For God is the supreme good, as was said above (Q. 6, AA. 2, 4). But it is quite impossible that there should be many supreme goods, as also is clear from what has been said above (Q. 11, A. 3). Therefore, since it is of the essence of beatitude that it should be the supreme good, it seems that beatitude is nothing else but God Himself.

Obj. 2: Further, beatitude is the last end of the rational nature. But to be the last end of the rational nature belongs only to God. Therefore the beatitude of every blessed is God alone.

On the contrary, The beatitude of one is greater than that of another, according to 1 Cor. 15:41: ""Star differeth from star in glory."" But nothing is greater than God. Therefore beatitude is something different from God.

I answer that, The beatitude of an intellectual nature consists in an act of the intellect. In this we may consider two things, namely, the object of the act, which is the thing understood; and the act itself which is to understand. If, then, beatitude be considered on the side of the object, God is the only beatitude; for everyone is blessed from this sole fact, that he understands God, in accordance with the saying of Augustine (Confess. v, 4): ""Blessed is he who knoweth Thee, though he know nought else."" But as regards the act of understanding, beatitude is a created thing in beatified creatures; but in God, even in this way, it is an uncreated thing.

Reply Obj. 1: Beatitude, as regards its object, is the supreme good absolutely, but as regards its act, in beatified creatures it is their supreme good, not absolutely, but in that kind of goods which a creature can participate.

Reply Obj. 2: End is twofold, namely, objective and subjective, as the Philosopher says (Greater Ethics i, 3), namely, the ""thing itself"" and ""its use."" Thus to a miser the end is money, and its acquisition. Accordingly God is indeed the last end of a rational creature, as the thing itself; but created beatitude is the end, as the use, or rather fruition, of the thing.","God alone is essentially blessed -- blessed by his very nature, not by participation in something beyond himself. Every creature that attains beatitude does so by participation: its happiness consists in receiving something it did not have by nature (the beatific vision, the supernatural union with God). Creatures are made happy; God simply is happy.

No creature has a natural right to beatitude, since beatitude exceeds the capacity of any created nature. Angels and humans can be beatified, but only by grace -- a gift that elevates them beyond their natural powers. God needs no such elevation. His nature is his beatitude.","God alone is blessed by nature. Every creature that attains happiness does so by receiving something beyond its natural capacity -- the beatific vision, the supernatural union. Creatures are made happy; God simply is happy. No angel or human has a natural right to beatitude. Their blessedness is grace. His is essence.","","",""
"26.4","Q26: Of the Divine Beatitude","4","FOURTH ARTICLE [I, Q. 26, Art. 4]

Whether All Other Beatitude Is Included in the Beatitude of God?

Objection 1: It seems that the divine beatitude does not embrace all other beatitudes. For there are some false beatitudes. But nothing false can be in God. Therefore the divine beatitude does not embrace all other beatitudes.

Obj. 2: Further, a certain beatitude, according to some, consists in things corporeal; as in pleasure, riches, and such like. Now none of these have to do with God, since He is incorporeal. Therefore His beatitude does not embrace all other beatitudes.

On the contrary, Beatitude is a certain perfection. But the divine perfection embraces all other perfection, as was shown above (Q. 4, A. 2). Therefore the divine beatitude embraces all other beatitudes.

I answer that, Whatever is desirable in whatsoever beatitude, whether true or false, pre-exists wholly and in a more eminent degree in the divine beatitude. As to contemplative happiness, God possesses a continual and most certain contemplation of Himself and of all things else; and as to that which is active, He has the governance of the whole universe. As to earthly happiness, which consists in delight, riches, power, dignity, and fame, according to Boethius (De Consol. iii, 10), He possesses joy in Himself and all things else for His delight; instead of riches He has that complete self-sufficiency, which is promised by riches; in place of power, He has omnipotence; for dignities, the government of all things; and in place of fame, He possesses the admiration of all creatures.

Reply Obj. 1: A particular kind of beatitude is false according as it falls short of the idea of true beatitude; and thus it is not in God. But whatever semblance it has, howsoever slight, of beatitude, the whole of it pre-exists in the divine beatitude.

Reply Obj. 2: The good that exists in things corporeal in a corporeal manner, is also in God, but in a spiritual manner.

We have now spoken enough concerning what pertains to the unity of the divine essence.","All beatitude is contained in God's beatitude. Whatever genuine happiness exists anywhere -- the contemplative joy of the philosopher, the delight of friendship, the satisfaction of desire fulfilled -- exists in God in a more perfect form.

God's contemplation is the perfect and unbroken knowledge of himself and all things. His delight is the perfect rest of will in infinite goodness. His friendship (if we may call it that) is the mutual love within the Trinity and the providential love he extends to creatures. Every form of happiness that any creature experiences is a faint echo of what exists in God completely.

So divine beatitude is not one species of happiness alongside others. It is the source and fullness of all happiness -- the ocean of which every creature's joy is a droplet.","Whatever genuine happiness exists anywhere -- the philosopher's contemplative joy, the delight of friendship, the satisfaction of desire fulfilled -- exists in God in a more perfect form. He has unbroken knowledge for contemplation, infinite goodness for delight, complete self-sufficiency for riches, omnipotence for power, the admiration of all creation for fame. Divine beatitude is not one species of happiness alongside others. It is the ocean of which every creature's joy is a single drop.","","",""
"27.0","Q27: The Procession of the Divine Persons","0","(In Five Articles)

Having considered what belongs to the unity of the divine essence, it remains to treat of what belongs to the Trinity of the persons in God. And because the divine Persons are distinguished from each other according to the relations of origin, the order of the doctrine leads us to consider firstly, the question of origin or procession; secondly, the relations of origin; thirdly, the persons.

Concerning procession there are five points of inquiry:

(1) Whether there is procession in God?

(2) Whether any procession in God can be called generation?

(3) Whether there can be any other procession in God besides generation?

(4) Whether that other procession can be called generation?

(5) Whether there are more than two processions in God?","Having established what belongs to God's unified essence, we turn to the Trinity of persons. The persons are distinguished by relations of origin, so we begin with procession itself: (1) Is there procession in God? (2) Can any such procession be called generation? (3) Is there a second procession beyond generation? (4) Can that second procession also be called generation? (5) Are there more than two processions?","God's unity has been established. Now the harder question: how can one God be three persons? The answer begins with procession -- the way one divine person originates from another without ever leaving the divine life.","","",""
"27.1a","Q27: The Procession of the Divine Persons","1a","FIRST ARTICLE [I, Q. 27, Art. 1]

Whether There Is Procession in God?

Objection 1: It would seem that there cannot be any procession in God. For procession signifies outward movement. But in God there is nothing mobile, nor anything extraneous. Therefore neither is there procession in God.

Obj. 2: Further, everything which proceeds differs from that whence it proceeds. But in God there is no diversity; but supreme simplicity. Therefore in God there is no procession.

Obj. 3: Further, to proceed from another seems to be against the nature of the first principle. But God is the first principle, as shown above (Q. 2, A. 3). Therefore in God there is no procession.

On the contrary, Our Lord says, ""From God I proceeded"" (John 8:42).

I answer that, Divine Scripture uses, in relation to God, names which signify procession. This procession has been differently understood. Some have understood it in the sense of an effect, proceeding from its cause; so Arius took it, saying that the Son proceeds from the Father as His primary creature, and that the Holy Ghost proceeds from the Father and the Son as the creature of both. In this sense neither the Son nor the Holy Ghost would be true God: and this is contrary to what is said of the Son, ""That . . . we may be in His true Son. This is true God"" (1 John 5:20). Of the Holy Ghost it is also said, ""Know you not that your members are the temple of the Holy Ghost?"" (1 Cor. 6:19). Now, to have a temple is God's prerogative. Others take this procession to mean the cause proceeding to the effect, as moving it, or impressing its own likeness on it; in which sense it was understood by Sabellius, who said that God the Father is called Son in assuming flesh from the Virgin, and that the Father also is called Holy Ghost in sanctifying the rational creature, and moving it to life. The words of the Lord contradict such a meaning, when He speaks of Himself, ""The Son cannot of Himself do anything"" (John 5:19); while many other passages show the same, whereby we know that the Father is not the Son. Careful examination shows that both of these opinions take procession as meaning an outward act; hence neither of them affirms procession as existing in God Himself; whereas, since procession always supposes action, and as there is an outward procession corresponding to the act tending to external matter, so there must be an inward procession corresponding to the act remaining within the agent. This applies most conspicuously to the intellect, the action of which remains in the intelligent agent. For whenever we understand, by the very fact of understanding there proceeds something within us, which is a conception of the object understood, a conception issuing from our intellectual power and proceeding from our knowledge of that object. This conception is signified by the spoken word; and it is called the word of the heart signified by the word of the voice.

As God is above all things, we should understand what is said of God, not according to the mode of the lowest creatures, namely bodies, but from the similitude of the highest creatures, the intellectual substances; while even the similitudes derived from these fall short in the representation of divine objects. Procession, therefore, is not to be understood from what it is in bodies, either according to local movement or by way of a cause proceeding forth to its exterior effect, as, for instance, like heat from the agent to the thing made hot. Rather it is to be understood by way of an intelligible emanation, for example, of the intelligible word which proceeds from the speaker, yet remains in him. In that sense the Catholic Faith understands procession as existing in God.","Procession usually implies movement outward -- something leaving its source. God, being absolutely simple and self-contained, has nothing external in that sense. So in what way can there be procession in God?

The key is distinguishing external from internal procession. When a cause produces an external effect -- heat radiating outward from a fire -- the effect is separate from the source. But intellectual activity stays within the agent. When you understand something, the concept you form does not leave your mind; it arises within it. The 'word of the heart' proceeds from your knowledge yet remains in you.

This is how procession works in God. It is not an outward movement or an external effect. It is an interior emanation, like a word proceeding from a speaker yet remaining within the speaker. The Word proceeds from the Father and stays perfectly one with Him. This is what Catholic theology means by divine procession: not departure, but an intelligible emanation within God's own being.","Procession in God is not departure. It is the mind's own act of conceiving -- a word arising within the speaker and remaining there. The deeper the understanding, the more perfectly the concept is united with its source. In God, where understanding is infinite, the Word that proceeds is perfectly one with the mind that speaks it. Not outward movement, but inward fullness.","","",""
"27.1b","Q27: The Procession of the Divine Persons","1b","Reply Obj. 1: This objection comes from the idea of procession in the sense of local motion, or of an action tending to external matter, or to an exterior effect; which kind of procession does not exist in God, as we have explained.

Reply Obj. 2: Whatever proceeds by way of outward procession is necessarily distinct from the source whence it proceeds, whereas, whatever proceeds within by an intelligible procession is not necessarily distinct; indeed, the more perfectly it proceeds, the more closely it is one with the source whence it proceeds. For it is clear that the more a thing is understood, the more closely is the intellectual conception joined and united to the intelligent agent; since the intellect by the very act of understanding is made one with the object understood. Thus, as the divine intelligence is the very supreme perfection of God (Q. 14, A. 2), the divine Word is of necessity perfectly one with the source whence He proceeds, without any kind of diversity.

Reply Obj. 3: To proceed from a principle, so as to be something outside and distinct from that principle, is irreconcilable with the idea of a first principle; whereas an intimate and uniform procession by way of an intelligible act is included in the idea of a first principle. For when we call the builder the principle of the house, in the idea of such a principle is included that of his art; and it would be included in the idea of the first principle were the builder the first principle of the house. God, Who is the first principle of all things, may be compared to things created as the architect is to things designed.","The objection that procession requires separation misunderstands the kind of procession at work. In external procession, what goes out is necessarily distinct from its source. But in interior intellectual procession, the opposite is true: the more perfectly something is understood, the more closely the concept is united with the mind that forms it. Since God's understanding is infinitely perfect, the Word that proceeds from Him is perfectly one with its source, with no diversity whatsoever.

Nor does this conflict with God being the first principle. An architect contains the plan of a house within his art; if the architect were the first principle, the art would be included in that first principle. God is like an architect whose creative design is internal to Himself.","The more perfect the act of understanding, the more inseparable the concept from the mind. External procession divides; internal procession unites. God, as first principle, contains His own creative design within Himself -- the way an architect's art lives inside the architect, not outside the house.","","",""
"27.2a","Q27: The Procession of the Divine Persons","2a","SECOND ARTICLE [I, Q. 27, Art. 2]

Whether Any Procession in God Can Be Called Generation?

Objection 1: It would seem that no procession in God can be called generation. For generation is change from non-existence to existence, and is opposed to corruption; while matter is the subject of both. Nothing of all this belongs to God. Therefore generation cannot exist in God.

Obj. 2: Further, procession exists in God, according to an intelligible mode, as above explained (A. 1). But such a process is not called generation in us; therefore neither is it to be so called in God.

Obj. 3: Further, anything that is generated derives existence from its generator. Therefore such existence is a derived existence. But no derived existence can be a self-subsistence. Therefore, since the divine existence is self-subsisting (Q. 3, A. 4), it follows that no generated existence can be the divine existence. Therefore there is no generation in God.

On the contrary, It is said (Ps. 2:7): ""This day have I begotten Thee.""

I answer that, The procession of the Word in God is called generation. In proof whereof we must observe that generation has a twofold meaning: one common to everything subject to generation and corruption; in which sense generation is nothing but change from non-existence to existence. In another sense it is proper and belongs to living things; in which sense it signifies the origin of a living being from a conjoined living principle; and this is properly called birth. Not everything of that kind, however, is called begotten; but, strictly speaking, only what proceeds by way of similitude. Hence a hair has not the aspect of generation and sonship, but only that has which proceeds by way of a similitude. Nor will any likeness suffice; for a worm which is generated from animals has not the aspect of generation and sonship, although it has a generic similitude; for this kind of generation requires that there should be a procession by way of similitude in the same specific nature; as a man proceeds from a man, and a horse from a horse. So in living things, which proceed from potential to actual life, such as men and animals, generation includes both these kinds of generation. But if there is a being whose life does not proceed from potentiality to act, procession (if found in such a being) excludes entirely the first kind of generation; whereas it may have that kind of generation which belongs to living things. So in this manner the procession of the Word in God is generation; for He proceeds by way of intelligible action, which is a vital operation:—from a conjoined principle (as above described):—by way of similitude, inasmuch as the concept of the intellect is a likeness of the object conceived:—and exists in the same nature, because in God the act of understanding and His existence are the same, as shown above (Q. 14, A. 4). Hence the procession of the Word in God is called generation; and the Word Himself proceeding is called the Son.","Can this procession of the Word in God properly be called generation -- a begetting?

Generation in its broadest sense just means coming into existence. But in living things, generation has a stricter meaning: a living being originates from a conjoined living principle, and what proceeds comes forth as a likeness of the same nature. A hair growing from a body is not properly 'begotten'; only what proceeds by way of likeness in the same specific nature counts -- like a human from a human.

The procession of the Word in God meets every requirement of generation in this strict sense. It proceeds by an intellectual act, which is a vital operation. It comes from a conjoined principle (the Father's own intellect). It proceeds by way of likeness, since the concept of the intellect is a likeness of what is understood. And it exists in the same nature, since in God understanding and existence are identical. Therefore the procession of the Word is genuine generation, and the Word proceeding is properly called the Son.","The Word's procession is a true begetting. It proceeds by a vital act, from a living principle, as a likeness in the same nature. In creatures, generation means one living thing producing another of its kind. In God, the intellect's perfect self-knowledge produces a Word that is fully divine -- not a lesser copy but a Son, equal and consubstantial.","","",""
